@relation 8noSC_sum_tra_sz3_it1

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

5,8,18,2,10,10,50,5,0,2,17,15,8,206,14,0,0,0,3,3,5,6,2,0,32,13,P
7,13,18,3,32,0,10,4,0,9,6,4,18,6,166,0,0,0,2,0,2,8,4,0,0,20,P
16,8,1,10,43,3,0,3,0,6,6,4,16,9,213,0,0,0,4,0,4,10,2,0,0,44,P
23,2,30,2,49,2,12,1,0,0,13,11,36,7,169,0,0,0,0,0,3,6,0,2,0,24,P
33,14,9,0,53,15,83,13,0,8,11,14,23,108,162,0,0,0,0,0,10,8,2,6,35,21,P
23,27,17,4,60,12,84,22,0,1,36,28,24,324,87,0,0,2,3,5,22,16,1,23,72,28,P
11,14,17,4,55,15,95,30,0,14,37,41,48,183,143,0,0,2,6,3,27,27,2,33,66,19,P
32,26,37,5,102,9,101,23,0,8,22,31,25,132,259,0,0,1,14,6,22,18,6,14,29,57,P
26,15,21,23,93,13,102,20,0,7,66,33,68,162,193,0,0,1,2,0,25,12,3,20,32,40,P
19,13,23,2,50,5,72,21,0,5,13,35,30,122,124,0,0,0,0,0,6,9,1,12,39,44,P
12,11,58,0,14,9,70,25,0,0,14,15,20,172,42,0,0,0,0,0,6,7,3,10,32,17,P
12,2,2,2,26,6,33,0,0,4,7,1,17,159,89,0,0,0,0,0,2,4,0,8,25,11,P
35,19,14,16,62,11,77,5,0,4,23,25,35,115,176,0,0,0,2,1,5,19,0,10,25,47,P
15,13,15,4,50,10,50,8,0,6,29,19,28,107,146,0,0,2,6,0,20,10,6,9,7,24,P
17,4,6,8,20,1,35,5,0,4,15,16,12,74,108,0,0,1,6,3,13,10,1,10,23,18,P
