@relation 7noSC_sum_tra_sz3_it1

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

2,6,30,0,4,12,44,8,0,0,0,2,1,68,11,0,0,0,0,0,0,0,0,0,1,2,P
7,6,25,0,4,20,145,13,0,0,0,4,0,124,5,0,0,0,0,0,0,0,0,0,0,0,P
6,29,31,0,5,40,100,13,0,0,2,3,0,71,30,0,0,0,0,0,1,0,0,1,3,3,P
1,27,50,1,6,37,156,16,0,0,6,7,9,134,44,0,0,0,0,0,1,4,1,0,4,3,P
26,8,24,0,25,2,0,26,0,0,0,6,21,9,170,0,0,0,0,0,0,0,0,0,0,6,P
12,24,56,2,48,46,174,45,0,0,21,20,18,125,217,0,0,0,0,0,5,4,0,2,11,8,P
7,11,38,1,16,40,130,9,0,1,9,4,3,34,149,0,0,0,0,0,3,1,2,4,1,2,P
28,24,68,4,26,66,184,28,0,0,6,6,6,44,200,0,0,0,0,0,0,0,0,2,4,0,P
20,29,94,0,21,50,151,31,0,0,3,4,3,93,179,0,0,0,0,0,0,1,0,0,2,9,P
4,11,73,0,2,19,85,24,0,0,10,8,2,71,2,0,0,0,0,0,2,0,0,0,2,2,P
7,11,19,4,21,37,118,38,0,1,6,5,4,39,69,0,0,0,0,0,2,0,0,2,0,1,P
12,10,44,0,20,43,156,17,0,0,20,8,13,70,198,0,0,0,0,0,2,1,0,3,3,11,P
13,10,63,1,14,48,176,21,0,0,23,7,16,69,203,0,0,0,0,0,2,0,0,2,4,10,P
5,19,55,2,9,23,87,25,0,0,6,4,1,47,51,0,0,0,0,0,1,0,0,2,1,2,P
4,16,65,0,2,46,166,15,0,0,12,6,4,123,14,0,0,0,0,0,2,0,0,12,2,4,P
28,46,87,5,45,63,202,29,0,4,6,5,11,75,262,0,0,0,0,2,2,0,0,7,0,14,P
14,21,34,0,19,45,151,11,0,0,10,3,10,72,127,0,0,0,0,0,2,0,1,3,1,2,P
14,24,14,4,38,0,0,40,0,0,2,4,30,0,204,0,0,0,0,0,0,0,0,0,0,0,P
8,16,132,0,12,39,145,41,0,0,2,8,6,121,31,0,0,0,0,0,0,1,0,1,1,2,P
6,4,17,0,3,26,95,6,0,0,2,0,3,26,62,0,0,0,0,0,0,0,0,0,4,2,P
6,9,40,1,4,35,102,28,0,0,6,3,2,76,111,0,0,0,0,0,0,0,1,0,2,0,P
7,10,35,0,8,7,36,11,0,0,2,4,0,31,55,0,0,0,0,0,0,0,0,0,10,4,P
6,8,52,0,14,40,178,14,0,0,0,2,0,140,32,0,0,0,0,0,0,0,0,0,0,4,P
38,6,14,0,42,4,8,10,0,0,0,0,4,0,384,0,0,0,0,0,0,0,0,0,0,0,P
14,27,30,0,13,33,130,13,0,0,4,1,7,80,124,0,0,0,0,0,1,0,0,2,1,0,P
4,18,42,0,11,29,186,21,0,0,2,7,6,154,30,0,0,0,0,0,0,0,0,0,3,0,P
4,13,45,2,26,56,149,20,0,0,5,10,10,32,204,0,0,0,0,0,0,2,1,2,0,4,P
26,21,83,2,37,48,164,28,0,0,8,9,18,81,218,0,0,0,0,0,1,2,0,7,4,19,P
10,14,47,0,35,7,32,19,0,0,2,3,14,21,197,0,0,0,0,0,0,3,0,0,1,8,P
3,21,93,1,16,39,149,32,0,0,2,4,0,87,21,0,0,0,0,0,0,0,0,1,1,1,P
34,32,84,4,53,73,222,33,0,0,8,12,11,85,202,0,0,0,0,0,0,0,0,2,3,9,P
23,53,142,0,62,88,291,40,0,0,8,14,6,230,284,0,0,0,0,0,0,0,0,2,16,7,P
2,5,19,0,3,1,26,3,0,0,0,0,0,21,37,0,0,0,0,0,0,0,0,0,1,3,P
0,0,4,0,0,0,2,4,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,3,P
2,8,17,0,7,0,9,16,0,0,0,0,0,8,155,0,0,0,0,0,0,0,0,0,0,0,P
39,28,107,3,48,21,65,74,0,3,1,1,7,21,371,0,0,0,0,0,0,4,0,2,0,6,P
8,18,88,0,26,54,224,30,0,0,8,6,2,152,88,0,0,0,0,0,0,0,0,0,4,2,P
2,0,7,0,0,0,1,13,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,2,P
5,5,14,0,18,23,85,5,0,0,0,1,3,40,118,0,0,0,0,0,0,0,0,0,0,0,P
24,43,117,4,35,41,143,68,0,2,6,8,9,117,217,0,0,0,0,1,1,3,0,3,7,16,P
4,9,44,2,20,30,99,12,0,0,1,3,4,40,101,0,0,0,0,0,0,0,0,0,2,4,P
2,5,17,0,1,1,7,5,0,0,0,1,0,7,9,0,0,0,0,0,0,0,0,0,0,1,P
12,21,35,0,20,41,141,13,0,0,9,3,9,78,123,0,0,0,0,0,2,1,1,3,0,3,P
17,34,66,0,43,23,120,65,0,0,2,2,4,92,164,0,0,0,0,0,1,0,2,2,0,6,P
4,7,21,0,4,10,53,3,0,0,0,4,1,46,61,0,0,0,0,0,0,0,0,2,0,0,P
9,13,13,0,13,34,52,4,0,1,2,9,3,24,41,0,0,0,0,0,1,1,0,2,1,0,P
6,11,23,0,10,13,42,24,0,0,1,2,7,13,100,0,0,0,0,0,0,1,0,0,2,6,P
11,5,41,0,11,3,8,10,0,0,0,4,12,9,210,0,0,0,0,0,0,0,0,1,1,13,P
19,27,50,0,23,39,136,28,0,0,2,2,5,74,164,0,0,0,0,0,1,0,0,2,2,5,P
2,3,17,0,6,12,63,7,0,0,0,2,0,46,47,0,0,0,0,0,0,0,0,0,0,0,P
2,13,42,0,5,25,70,9,0,0,2,2,2,17,53,0,0,0,0,0,0,0,0,0,1,2,P
12,27,66,0,22,50,166,43,0,0,1,12,0,73,259,0,0,0,0,0,0,0,0,2,5,6,P
3,6,23,0,3,11,74,8,0,0,3,2,0,69,10,0,0,0,0,0,1,0,0,0,1,0,P
30,44,98,1,36,78,208,37,0,0,6,5,4,69,175,0,0,0,0,0,0,2,0,0,2,4,P
22,41,68,0,24,86,249,26,0,0,14,12,24,116,264,0,0,0,0,0,0,3,1,1,3,9,P
1,1,9,0,2,18,85,2,0,0,0,6,2,78,7,0,0,0,0,0,0,0,0,2,2,0,P
29,63,84,4,49,111,343,49,0,4,21,18,6,183,152,0,0,0,0,0,2,2,2,8,6,5,P
17,13,30,0,14,0,16,5,0,0,0,0,3,6,209,0,0,0,0,0,0,0,0,0,0,4,P
2,6,35,0,2,3,19,22,0,0,2,2,0,12,16,0,0,0,0,0,0,0,0,0,0,0,P
40,39,94,6,56,90,264,47,0,2,6,8,23,100,359,0,0,0,0,0,0,0,0,8,3,16,P
18,21,48,0,30,40,182,38,0,4,7,12,9,117,222,0,0,0,0,0,2,2,0,0,2,19,P
10,22,33,0,10,21,70,9,0,0,0,3,0,29,155,0,0,0,0,0,0,0,0,0,1,14,P
26,19,33,0,47,6,19,33,0,2,6,6,18,8,185,0,0,0,2,0,0,4,0,0,0,15,P
3,35,63,0,6,51,136,14,0,0,2,8,6,101,30,0,0,0,0,0,2,2,0,0,2,4,P
69,52,88,0,51,107,286,37,0,0,17,6,5,108,335,0,0,0,0,0,0,0,2,2,3,12,P
9,20,81,0,6,34,193,38,0,0,0,2,0,174,51,0,0,0,0,0,0,0,0,2,12,0,P
11,0,4,0,4,0,15,2,0,0,0,0,1,3,119,0,0,0,0,0,0,0,0,0,0,2,P
5,4,43,1,16,32,84,25,0,0,2,2,1,14,211,0,0,0,0,0,0,0,0,2,0,11,P
24,55,86,5,51,63,226,74,0,1,12,3,15,124,260,0,0,0,0,0,2,4,0,3,3,30,P
14,26,88,0,17,29,132,40,0,0,3,7,6,111,196,0,0,0,0,0,0,0,0,4,3,6,P
12,10,83,0,23,57,197,34,0,0,11,14,4,166,26,0,0,0,0,0,2,1,0,0,12,1,P
14,14,38,0,4,0,14,16,0,0,0,0,0,14,152,0,0,0,0,0,0,0,0,0,0,4,P
6,17,49,0,12,9,38,22,0,1,3,3,2,15,123,0,0,0,1,0,0,2,0,1,2,3,P
11,8,36,0,9,0,14,19,0,0,0,2,2,12,171,0,0,0,0,0,0,0,0,0,4,6,P
41,49,87,8,77,108,286,39,0,0,14,12,4,127,332,0,0,0,0,0,0,0,2,2,4,7,P
8,31,54,0,9,47,221,14,0,0,12,8,10,175,20,0,0,0,0,0,0,2,0,2,6,0,P
13,18,31,0,17,22,138,25,0,0,2,2,12,80,153,0,0,0,0,0,0,0,0,0,0,2,P
17,12,75,0,22,50,221,36,0,0,12,15,9,164,20,0,0,0,0,0,2,2,0,0,11,6,P
29,62,62,2,49,96,286,32,0,4,9,18,15,143,229,0,0,0,0,0,0,1,1,3,7,9,P
38,45,113,3,74,59,192,35,0,0,8,12,11,66,274,0,0,0,0,0,4,1,2,6,3,15,P
8,3,25,0,13,2,10,4,0,0,6,2,17,11,226,0,0,0,0,0,0,0,0,0,1,6,P
3,10,32,0,13,31,76,17,0,0,1,2,2,23,137,0,0,0,0,0,0,0,0,0,0,11,P
0,0,0,0,0,0,0,1,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,P
35,46,89,3,53,72,259,32,0,1,15,9,18,135,306,0,0,2,2,5,2,4,2,9,4,19,P
10,21,41,4,30,39,158,20,0,0,13,8,6,74,211,0,0,0,0,0,2,2,0,3,2,9,P
2,9,21,0,6,1,19,9,0,0,2,0,1,13,146,0,0,0,0,0,0,0,0,0,0,4,P
23,57,116,2,72,27,82,74,0,0,1,12,17,52,466,0,0,0,0,0,0,0,0,0,0,47,P
5,4,33,0,1,7,31,12,0,0,0,4,2,22,62,0,0,0,0,0,0,0,0,0,1,2,P
17,19,53,2,22,41,156,21,0,0,4,4,6,66,158,0,0,0,0,0,0,0,0,2,8,4,P
10,18,74,2,13,28,117,36,0,0,2,4,3,62,181,0,0,0,0,0,1,0,0,2,0,2,P
14,2,22,0,8,0,2,22,0,0,0,0,2,2,188,0,0,0,0,0,0,0,0,0,0,4,P
15,14,46,2,40,26,122,21,0,1,7,18,14,84,197,0,0,0,0,0,1,1,0,2,2,5,P
16,20,47,2,27,38,127,31,0,0,7,10,5,39,151,0,0,0,0,0,3,5,0,6,3,10,P
4,0,27,0,2,4,54,18,0,0,0,0,0,46,57,0,0,0,0,0,0,0,0,0,1,0,P
12,10,69,0,17,1,11,15,0,0,0,6,4,5,106,0,0,0,0,0,0,0,0,0,2,5,P
20,19,31,2,25,58,195,25,0,2,8,7,4,61,123,0,0,0,0,0,0,0,0,0,2,10,P
14,24,65,1,23,18,65,16,0,2,3,2,6,17,114,0,0,0,0,0,2,0,0,0,0,1,P
9,6,45,1,9,3,26,7,0,0,1,0,3,16,143,0,0,0,0,0,0,0,0,0,0,3,P
4,12,28,0,0,29,121,11,0,0,0,2,2,78,64,0,0,0,0,0,0,0,0,0,2,2,P
5,24,50,0,18,52,167,23,0,0,6,8,8,91,20,0,0,0,0,0,0,2,0,3,2,2,P
6,4,25,0,11,3,9,4,0,0,2,3,16,8,225,0,0,0,0,0,0,0,0,0,2,7,P
