@relation 7yesSC_sum_tra_sz1_it2

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

13,4,12,44,58,4,34,11,2,66,78,8,52,54,10,0,6,15,24,18,77,17,0,12,36,134,P
11,3,6,14,41,6,38,10,3,22,80,29,26,66,10,1,3,4,4,13,45,8,1,24,55,29,P
4,0,2,12,20,0,0,2,8,70,42,4,24,0,12,2,32,34,48,32,32,36,22,0,2,152,P
30,7,1,37,81,3,42,6,15,54,82,26,51,56,48,0,3,10,11,16,64,28,9,20,41,147,P
21,4,2,22,23,4,55,6,2,36,78,13,24,133,4,0,2,10,6,13,59,12,4,26,88,37,P
19,4,0,57,72,2,36,10,20,78,117,28,60,71,18,0,9,22,21,25,96,13,6,15,61,98,P
0,0,5,8,5,2,21,4,0,3,35,8,7,58,3,0,1,1,4,3,38,0,1,5,28,8,P
1,0,0,5,3,2,15,0,0,1,6,4,7,52,2,0,0,5,0,6,10,2,0,7,32,2,P
19,5,5,24,24,4,38,8,0,26,105,28,13,212,24,0,0,7,2,3,93,11,2,15,100,8,P
8,7,1,19,14,0,19,2,4,26,56,10,11,94,6,0,4,21,9,11,68,15,5,17,44,0,P
32,9,7,65,87,2,46,5,10,48,104,34,33,78,37,0,10,20,13,21,49,13,1,24,79,131,P
6,2,22,11,26,0,11,22,3,18,28,11,22,18,10,0,0,9,10,8,20,7,8,0,13,141,P
28,8,2,84,86,6,82,18,30,122,326,60,52,226,18,0,28,118,42,62,280,34,14,66,258,28,P
9,2,6,38,35,1,26,5,5,23,54,16,14,47,2,0,6,16,11,13,48,2,0,3,27,81,P
9,8,3,24,11,1,28,4,9,32,65,11,12,108,5,0,1,7,5,3,39,6,4,7,57,4,P
64,5,6,73,99,6,27,7,14,64,158,35,88,52,44,0,8,34,13,26,103,40,7,21,70,195,P
89,12,4,191,302,18,108,21,49,272,296,59,175,114,41,2,50,101,120,69,243,49,9,48,109,441,P
7,4,13,18,31,2,25,2,0,1,30,12,2,58,6,0,0,2,0,3,22,4,0,4,54,8,P
