@relation 8noSC_sum_tra_sz1_it1

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

0,0,0,0,0,0,12,1,0,2,3,5,2,86,3,0,0,0,2,2,2,2,0,9,16,2,P
10,6,6,0,18,0,92,8,0,0,14,18,16,226,26,0,0,0,0,4,2,8,2,6,30,18,P
2,10,8,0,6,2,18,6,0,0,4,12,2,48,24,0,0,0,0,2,4,4,0,12,16,11,P
2,3,9,1,5,11,36,8,0,0,7,7,2,173,4,0,0,0,0,0,6,7,2,29,19,5,P
0,4,2,0,2,4,64,12,0,0,4,7,3,198,14,0,0,0,0,0,2,0,0,1,7,8,P
5,2,32,1,17,3,28,22,0,3,12,8,16,90,53,0,0,0,0,1,2,6,1,7,15,21,P
9,9,16,7,48,11,86,12,0,3,26,13,22,132,101,0,0,0,3,3,9,8,0,14,40,22,P
2,2,30,0,12,8,51,8,0,2,14,5,12,74,50,0,0,0,0,2,8,8,2,2,20,23,P
15,20,22,1,45,10,54,17,0,6,23,27,47,55,183,0,0,0,1,3,12,20,7,15,8,64,P
12,5,10,0,20,4,57,6,0,4,20,25,35,106,104,0,0,0,0,2,8,10,2,17,23,29,P
1,0,8,5,6,1,19,8,0,3,13,3,4,76,8,0,0,0,0,0,3,2,0,10,17,4,P
6,16,22,0,40,8,108,24,0,0,28,34,18,264,72,0,0,0,0,0,18,8,0,6,44,20,P
18,5,7,8,27,6,24,6,0,3,8,7,18,20,91,0,0,0,0,0,3,6,1,6,3,20,P
23,22,15,8,44,7,62,19,0,8,25,32,35,167,155,0,0,0,1,0,11,18,2,8,23,34,P
20,17,24,2,37,4,12,6,0,4,5,5,11,20,285,0,0,0,0,0,0,12,2,6,0,30,P
10,11,4,0,13,1,53,7,0,0,12,10,20,246,83,0,0,0,0,0,7,6,6,9,28,30,P
28,11,13,3,83,6,27,16,0,11,29,17,75,18,270,0,0,0,2,1,7,20,6,1,4,52,P
50,29,8,21,140,13,74,16,2,38,72,38,112,180,353,0,0,12,26,12,66,46,14,30,48,68,P
11,19,69,1,34,5,109,42,0,6,29,30,24,324,79,0,0,0,0,4,22,8,4,22,92,27,P
12,10,6,8,43,5,57,7,0,13,35,14,44,145,115,0,0,1,4,1,16,13,5,10,16,30,P
0,0,3,0,0,0,0,1,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,6,P
12,14,10,4,37,4,48,20,0,0,38,11,24,112,148,0,0,0,0,0,4,16,6,12,20,34,P
28,21,53,13,123,32,196,48,0,8,87,47,48,298,208,0,0,2,4,8,53,11,10,41,78,59,P
2,2,2,0,2,0,13,9,0,0,3,4,4,35,55,0,0,0,0,0,4,4,0,2,4,11,P
41,7,4,1,70,2,5,6,0,0,14,0,66,10,297,0,0,0,0,0,1,14,4,4,0,32,P
4,4,5,2,11,2,21,8,0,2,2,16,10,120,104,0,0,0,0,0,0,2,0,0,20,22,P
6,8,14,2,24,4,34,8,0,0,10,12,8,78,94,0,0,2,2,0,4,6,2,4,10,20,P
35,14,9,5,29,2,13,10,0,5,7,6,16,20,164,0,0,0,0,1,10,5,2,14,10,36,P
0,0,2,0,3,0,11,0,0,0,10,4,9,30,6,0,0,1,2,3,17,7,2,9,23,6,P
3,4,28,0,6,1,16,12,0,3,3,5,4,32,67,0,0,0,1,0,2,3,2,4,16,23,P
2,1,9,0,2,0,4,10,0,0,4,4,1,53,29,0,0,0,0,0,0,1,1,2,15,12,P
0,0,14,0,2,0,1,1,0,0,1,0,1,3,13,0,0,0,0,0,0,0,0,0,0,5,P
17,24,14,4,50,13,77,25,0,6,18,26,33,135,201,0,0,0,0,4,4,6,2,13,38,35,P
7,6,2,2,14,2,10,11,0,0,2,7,4,4,100,0,0,0,0,0,2,4,2,2,0,18,P
9,8,21,0,16,2,52,13,0,2,14,10,15,64,58,0,0,0,1,2,4,6,0,5,22,19,P
19,22,15,1,57,10,86,16,0,3,16,42,28,129,150,0,0,0,0,0,12,6,1,6,43,32,P
13,12,9,2,35,7,44,25,0,2,12,19,16,102,56,0,0,0,0,0,6,7,1,9,11,13,P
5,1,4,2,13,5,37,8,0,5,16,5,20,74,16,0,0,0,0,0,7,2,1,5,20,5,P
14,18,6,5,34,9,61,13,0,1,27,33,26,95,135,0,0,0,0,1,5,6,1,36,40,35,P
21,21,10,3,53,8,50,9,0,6,20,24,23,117,141,0,0,0,2,1,5,13,0,16,41,24,P
25,10,33,5,78,7,34,16,0,12,29,13,81,18,268,0,0,0,2,2,8,20,7,3,5,59,P
40,11,9,4,70,4,12,5,0,0,16,5,42,12,291,0,0,0,0,0,5,11,0,4,6,62,P
1,0,3,0,4,0,23,1,0,0,6,3,0,44,16,0,0,0,0,0,1,4,2,4,19,10,P
8,10,16,1,20,7,55,20,0,2,11,13,13,243,32,0,0,0,2,0,13,8,2,9,43,14,P
9,13,10,0,10,0,18,4,0,3,4,0,3,17,80,0,0,2,5,0,1,10,3,1,4,38,P
7,4,33,0,14,10,40,9,0,3,10,10,9,122,35,0,0,0,1,2,12,4,0,12,27,9,P
9,7,17,0,16,4,34,5,0,4,19,6,26,97,87,0,0,0,1,2,22,14,4,3,15,42,P
