@relation 8yesSC_sum_tra_sz3_it2

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

6,0,0,43,24,0,0,2,60,148,68,33,32,6,12,10,89,97,120,75,135,21,12,23,49,38,P
14,2,0,30,18,0,8,4,23,45,49,24,23,18,2,2,16,63,30,26,157,16,7,22,62,15,P
2,0,2,3,8,0,6,6,0,11,5,4,4,0,2,0,1,5,9,2,5,0,0,2,0,40,P
4,0,0,12,19,0,8,0,17,54,31,11,24,10,0,2,64,100,62,28,111,4,4,13,27,23,P
7,1,0,31,24,0,7,2,42,114,50,9,24,5,8,17,64,89,58,44,86,22,6,14,25,24,P
5,0,0,29,20,2,27,0,23,55,78,37,18,27,1,8,46,141,47,28,226,8,7,16,70,6,P
17,3,0,50,43,2,9,3,47,105,100,23,24,15,4,9,58,171,71,74,222,21,16,39,62,7,P
11,1,0,43,33,2,1,6,10,69,51,31,22,14,2,0,16,62,18,46,103,26,8,30,35,25,P
4,1,0,16,11,0,4,1,12,64,22,8,36,3,4,0,32,17,40,20,36,8,6,7,1,44,P
3,0,0,61,40,1,3,1,66,183,36,14,38,3,4,4,115,84,127,76,147,19,15,12,16,42,P
10,0,0,23,21,0,2,0,40,81,59,9,46,6,0,12,49,69,50,29,106,14,10,21,43,15,P
1,0,0,29,41,1,7,4,34,158,87,27,41,4,6,13,111,144,216,102,151,33,28,16,14,46,P
3,0,8,23,24,2,8,6,49,115,65,17,45,8,2,6,62,111,88,42,144,31,30,18,40,19,P
7,2,1,2,24,1,2,3,0,0,4,6,9,1,109,0,0,0,1,0,3,2,2,1,0,10,P
10,2,9,24,24,2,8,8,19,51,66,16,34,18,7,7,42,75,74,37,116,15,6,23,49,33,P
3,3,0,23,12,0,5,0,12,39,23,7,20,6,0,6,28,50,41,24,59,6,4,7,21,14,P
1,2,2,16,12,2,2,12,53,80,34,11,23,0,2,4,21,74,53,23,95,4,8,11,45,7,P
18,6,0,64,78,0,24,4,56,176,118,28,78,40,12,8,124,202,140,90,258,60,30,48,116,76,P
2,0,1,35,20,0,1,5,59,192,106,27,54,12,3,16,165,212,160,103,242,25,16,22,60,32,P
0,0,0,16,25,0,7,3,18,30,25,9,12,2,1,1,32,83,40,24,68,3,7,10,22,15,P
9,1,10,18,22,4,11,4,31,59,50,16,24,9,6,5,23,61,52,41,94,18,2,21,52,26,P
8,0,0,28,36,0,10,0,48,116,61,27,57,15,12,9,88,85,77,45,122,35,7,44,36,35,P
5,1,0,35,25,0,5,0,52,193,106,21,77,14,8,18,94,87,116,59,113,18,9,30,26,35,P
6,0,0,44,18,0,5,7,51,110,67,21,39,11,4,5,41,98,74,61,105,17,11,32,46,15,P
2,1,0,8,12,0,4,2,13,26,33,17,18,9,1,3,24,58,30,24,77,14,5,17,25,14,P
14,2,2,32,24,2,22,6,36,106,116,32,22,10,12,6,42,134,44,76,188,20,2,38,80,18,P
1,0,0,4,3,0,0,0,1,16,4,2,7,2,0,1,8,6,18,8,7,4,0,2,0,16,P
7,2,8,7,26,1,7,9,1,23,13,7,17,7,3,0,3,5,23,19,26,11,1,8,13,30,P
7,0,0,14,24,0,2,0,21,78,31,7,27,0,4,0,29,24,72,25,39,7,12,2,4,20,P
0,0,0,20,24,0,7,0,53,112,110,15,36,20,2,9,78,111,81,35,137,27,8,10,24,39,P
9,8,9,19,16,1,6,2,4,16,25,8,6,9,0,2,1,19,8,4,37,4,0,5,42,11,P
1,1,2,25,21,2,10,8,16,43,32,18,11,11,0,2,18,19,15,10,46,5,0,5,25,12,P
5,0,2,28,37,0,4,7,28,112,30,28,50,9,4,4,48,64,109,66,67,25,12,4,5,48,P
5,0,0,45,63,0,6,1,40,137,40,16,51,6,13,2,78,76,100,55,79,35,11,12,3,54,P
5,1,9,13,15,1,12,12,25,55,62,19,21,14,5,3,24,56,46,48,85,14,2,9,52,27,P
0,1,2,0,3,0,0,0,0,1,3,0,1,1,1,0,0,1,1,0,1,0,1,0,1,12,P
1,1,0,14,12,1,1,1,8,29,13,2,7,0,0,0,5,21,13,23,14,4,2,5,8,16,P
0,0,0,4,4,0,0,0,8,16,15,5,4,3,0,0,4,24,8,12,31,6,2,15,25,11,P
9,0,0,50,29,2,2,3,31,93,39,12,39,9,4,8,60,105,97,49,117,22,11,20,31,32,P
6,0,0,46,46,0,13,2,22,88,111,39,70,17,4,4,41,110,58,69,179,35,18,25,71,47,P
1,1,2,5,8,0,2,7,1,3,15,3,5,2,0,0,1,16,2,3,35,2,1,4,41,15,P
15,0,0,23,9,0,0,5,12,90,20,5,28,0,2,1,14,31,59,31,48,4,8,6,0,31,P
