@relation 8yesSC_con_tra_sz1_it3

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute RCC27 numeric
@attribute RCC28 numeric
@attribute RCC29 numeric
@attribute RCC30 numeric
@attribute RCC31 numeric
@attribute RCC32 numeric
@attribute RCC33 numeric
@attribute RCC34 numeric
@attribute RCC35 numeric
@attribute RCC36 numeric
@attribute RCC37 numeric
@attribute RCC38 numeric
@attribute RCC39 numeric
@attribute RCC40 numeric
@attribute RCC41 numeric
@attribute RCC42 numeric
@attribute RCC43 numeric
@attribute RCC44 numeric
@attribute RCC45 numeric
@attribute RCC46 numeric
@attribute RCC47 numeric
@attribute RCC48 numeric
@attribute RCC49 numeric
@attribute RCC50 numeric
@attribute RCC51 numeric
@attribute RCC52 numeric
@attribute Class {P,N}

@data

2,1,0,16,11,2,3,1,15,45,22,10,11,3,1,5,54,45,41,32,61,6,7,9,12,9,3,1,0,16,10,2,4,1,15,43,21,9,9,3,1,3,53,42,50,31,61,12,5,9,14,13,P
0,0,0,5,2,0,2,0,2,8,15,2,4,10,1,0,1,13,2,3,25,1,0,6,10,6,0,0,0,5,2,0,4,1,1,7,12,2,2,6,2,0,3,16,2,1,28,0,0,5,6,4,P
1,0,0,21,12,0,2,1,20,59,35,8,20,2,2,2,35,76,30,31,55,14,3,10,33,23,1,0,0,29,19,0,2,0,17,63,45,10,26,6,8,2,23,63,25,21,61,11,2,3,32,20,P
0,0,0,2,3,0,2,4,0,3,8,4,4,6,3,0,0,2,2,3,4,1,0,3,11,5,0,0,0,2,1,0,0,3,0,1,9,3,4,4,2,0,1,5,3,3,9,2,0,3,10,5,P
4,0,0,4,17,1,1,0,6,25,10,5,11,0,2,0,6,3,12,7,13,11,1,1,0,18,1,1,1,12,13,2,1,0,6,23,4,5,4,0,2,0,18,11,29,8,15,8,8,2,0,17,P
1,0,1,7,7,0,3,0,6,17,15,2,6,4,5,0,4,18,10,4,34,4,0,7,13,7,0,0,1,10,9,0,3,0,6,16,18,1,5,3,4,0,3,17,11,3,32,5,1,8,11,6,P
2,0,0,13,15,0,0,0,8,28,16,3,12,2,0,0,7,23,16,14,51,9,1,4,17,8,6,0,0,15,13,1,2,0,6,27,20,4,15,5,0,0,5,19,14,9,39,7,0,3,17,15,P
2,1,0,7,15,0,4,1,4,20,5,0,7,6,3,1,19,32,12,13,21,7,2,2,10,7,2,1,0,6,14,0,3,1,10,26,8,1,8,7,6,1,19,28,12,7,18,7,0,0,7,9,P
1,0,0,3,9,2,7,6,4,14,15,1,10,2,0,0,19,15,27,10,18,6,0,3,11,10,4,1,0,6,5,0,2,1,5,17,13,5,5,6,4,1,6,21,11,5,26,2,2,2,5,4,P
