@relation 7yesSC_sum_tra_sz3_it1

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

7,5,22,13,30,0,15,5,1,7,39,2,21,20,16,0,0,2,1,1,24,4,2,2,13,58,P
20,0,16,24,48,0,32,1,0,18,64,14,33,60,25,0,0,6,15,3,50,9,7,8,64,191,P
12,8,14,2,13,2,16,6,0,5,13,4,9,32,89,0,0,0,0,1,4,3,0,2,6,141,P
1,1,34,6,15,0,2,4,0,6,13,4,7,15,7,0,2,2,12,3,11,3,1,2,14,59,P
20,2,2,22,41,6,33,1,2,40,50,15,21,68,23,0,1,8,5,9,31,2,0,7,32,38,P
14,6,0,40,43,23,78,4,0,34,204,30,36,258,16,0,6,15,0,1,144,4,4,2,81,5,P
26,2,7,152,139,0,41,11,44,222,303,50,144,133,35,3,39,111,76,49,214,45,13,39,121,259,P
44,9,2,91,102,4,62,7,5,60,97,42,56,100,41,0,6,27,16,26,63,25,4,25,82,98,P
7,0,3,32,31,5,17,4,14,63,54,16,43,30,18,0,9,1,9,6,26,7,2,0,28,96,P
19,4,3,34,81,6,63,5,6,44,95,30,38,127,12,0,3,20,8,19,138,7,4,25,68,77,P
13,1,0,31,37,1,18,1,8,57,74,13,37,34,4,0,7,12,11,10,31,5,1,6,44,111,P
42,7,2,73,98,2,48,16,18,109,127,30,85,78,25,2,5,28,47,36,99,36,11,32,74,187,P
91,18,5,85,233,10,97,26,11,120,234,49,129,167,70,0,3,46,36,27,132,37,7,27,177,466,P
38,6,3,66,102,9,60,2,14,120,222,29,67,126,23,0,5,57,29,34,141,16,1,32,99,129,P
28,6,2,59,94,3,48,4,8,55,125,30,43,78,30,0,8,37,18,19,131,19,7,9,57,100,P
18,6,2,48,22,0,26,2,18,58,144,38,32,178,8,2,14,80,40,22,184,16,8,28,64,10,P
7,0,0,30,84,0,8,0,5,40,32,10,30,14,0,0,2,13,15,14,35,7,10,2,7,198,P
10,0,0,10,46,0,0,4,0,9,6,2,13,0,33,0,0,0,0,1,7,10,0,1,1,163,P
22,6,6,66,94,0,66,6,6,70,174,40,56,104,32,0,14,42,28,14,104,22,0,30,108,62,P
33,3,0,73,67,4,53,5,9,56,159,24,64,173,18,0,6,23,23,44,128,31,8,38,87,22,P
36,11,1,69,105,8,52,4,17,141,168,39,90,105,24,2,16,38,38,47,108,24,6,12,73,204,P
49,2,2,72,102,1,88,12,13,62,180,43,61,205,47,0,2,27,7,10,86,28,11,30,137,56,P
