@relation 8yesSC_sum_tra_sz1_it2

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

0,1,5,2,5,0,4,17,2,8,14,14,1,4,5,0,4,23,6,12,28,6,2,6,28,12,P
3,0,0,7,9,0,1,0,25,29,18,10,11,7,0,6,21,45,26,24,37,4,4,14,19,19,P
5,1,2,63,41,2,13,4,78,233,112,33,65,23,2,9,171,205,158,122,238,29,14,26,82,41,P
2,0,6,5,1,0,0,2,6,10,5,6,3,2,2,0,4,7,3,2,10,4,0,0,21,6,P
14,2,0,81,99,2,9,5,43,232,118,39,111,13,8,3,60,129,132,100,167,53,25,22,39,94,P
2,0,0,6,6,0,0,0,11,23,18,2,9,0,0,0,13,14,12,20,20,4,2,8,16,10,P
0,0,0,44,16,0,9,0,21,89,36,9,18,10,2,0,40,131,53,26,208,11,2,20,74,6,P
17,3,1,56,39,2,17,14,45,105,116,35,24,23,16,9,78,180,59,110,217,46,9,67,92,15,P
18,5,1,45,61,0,17,7,25,161,90,29,55,40,12,4,54,116,107,66,162,37,8,21,27,44,P
3,2,2,31,17,1,4,7,25,109,75,29,29,17,1,5,59,131,86,73,189,36,13,31,68,34,P
0,2,0,19,5,0,0,0,28,87,15,7,23,0,0,1,19,37,59,23,40,2,3,4,2,20,P
4,0,0,55,33,0,13,0,28,112,63,30,50,12,2,8,58,108,83,52,113,32,8,24,44,44,P
3,0,0,6,10,0,0,1,10,31,8,6,12,2,1,8,44,24,63,16,37,8,7,3,0,19,P
3,1,0,10,16,0,4,0,19,66,34,15,17,5,0,1,58,81,62,34,118,8,4,18,26,29,P
4,0,0,8,8,0,6,1,2,12,37,5,16,10,12,0,6,45,20,12,98,3,4,9,42,28,P
5,0,1,35,34,1,5,2,32,111,71,25,34,10,12,7,37,87,52,61,121,23,13,21,21,22,P
6,2,9,14,15,2,3,16,30,52,22,9,17,9,6,17,69,122,64,45,121,10,11,17,30,35,P
6,4,0,47,47,2,6,2,42,144,84,15,39,6,5,7,82,146,102,88,144,32,12,23,38,53,P
3,0,0,9,18,0,2,1,8,64,25,8,29,3,2,1,27,33,49,24,46,9,7,7,1,65,P
1,0,1,6,13,0,7,2,1,9,13,3,4,0,2,0,9,25,17,12,18,12,1,7,16,14,P
1,1,0,5,11,0,6,6,19,28,20,7,15,10,3,3,20,56,24,14,34,6,2,7,41,12,P
6,2,0,28,10,0,6,4,11,45,49,15,12,9,2,4,15,81,26,27,113,14,0,33,105,17,P
8,5,6,20,17,1,10,2,1,20,22,10,7,12,0,0,2,24,3,8,47,2,0,5,55,11,P
4,0,0,30,14,2,6,0,8,26,44,16,12,16,2,2,32,50,28,32,112,12,2,26,58,10,P
3,2,0,56,19,1,4,0,51,110,44,11,32,4,6,7,56,84,83,41,99,19,9,19,47,30,P
6,0,0,52,41,3,9,0,66,164,81,30,44,19,9,13,85,165,145,113,172,32,14,28,51,20,P
2,2,0,24,26,0,1,4,14,66,26,8,30,4,1,10,66,83,55,38,100,10,6,4,14,14,P
4,2,0,22,40,0,4,2,6,48,24,2,48,4,4,0,8,16,22,22,24,14,4,16,8,150,P
2,1,0,35,18,1,2,0,43,79,46,3,22,11,3,11,93,134,92,49,121,12,10,11,30,13,P
13,5,0,80,88,2,17,5,73,309,132,41,124,17,10,10,137,137,221,149,205,59,29,22,14,98,P
4,0,2,70,33,0,8,18,22,69,62,26,18,8,2,4,40,106,64,40,98,28,10,14,40,36,P
9,0,0,9,11,0,5,1,24,51,38,11,9,9,4,0,41,53,32,17,48,4,0,10,28,8,P
5,0,2,34,41,1,7,5,27,110,44,19,54,8,6,3,56,64,107,80,68,25,14,6,7,58,P
1,1,2,4,8,0,0,7,1,0,14,3,2,1,0,0,1,11,4,3,37,4,1,4,38,18,P
4,2,0,44,14,0,4,8,43,140,59,19,31,10,4,6,78,136,119,89,128,35,15,27,34,26,P
18,6,0,56,51,2,20,18,51,111,111,41,30,22,15,3,91,172,77,119,233,49,7,75,89,19,P
4,0,0,38,40,0,2,1,63,230,93,43,46,13,4,25,184,171,190,96,251,54,34,35,28,20,P
8,0,0,59,50,2,19,6,57,130,67,18,41,7,0,12,69,120,67,67,162,9,9,21,50,14,P
0,2,1,9,3,0,4,2,14,35,25,8,9,7,1,5,21,34,14,11,60,13,3,20,42,3,P
5,2,0,44,29,0,2,2,72,149,83,16,57,5,1,12,96,165,95,83,143,34,4,33,34,18,P
4,1,1,18,22,2,7,3,17,57,56,6,16,5,8,11,60,94,55,44,113,6,4,14,33,30,P
7,0,1,24,16,0,9,7,24,87,62,14,34,17,4,2,21,68,42,47,139,15,2,24,84,29,P
7,0,2,80,54,6,11,0,58,214,73,16,66,14,14,17,95,181,140,137,209,50,20,44,52,42,P
18,0,1,55,71,0,7,11,50,188,76,20,84,11,12,11,102,104,176,87,117,48,23,20,12,76,P
20,2,0,48,50,2,22,18,50,106,80,30,60,20,10,18,72,132,106,82,190,66,14,52,58,36,P
1,0,0,1,4,0,3,0,2,11,8,6,5,5,0,0,2,10,9,6,16,2,0,2,11,4,P
7,1,0,60,27,0,7,2,83,143,64,38,34,9,3,12,67,138,115,64,129,30,16,36,50,46,P
3,0,2,20,23,1,5,2,39,84,46,25,38,4,1,5,76,88,77,44,86,22,2,13,33,32,P
1,0,0,3,3,0,1,0,0,9,14,6,10,1,3,1,9,16,10,3,39,3,0,9,27,2,P
0,1,0,10,14,0,1,2,14,30,16,11,16,4,2,0,7,19,10,8,20,3,2,3,24,25,P
7,0,0,8,20,0,1,2,17,69,30,7,33,2,4,2,23,18,59,26,34,10,7,7,1,47,P
0,0,0,6,0,0,4,0,22,21,18,4,7,11,0,7,12,57,5,14,66,0,1,14,30,4,P
0,0,0,13,3,0,1,0,19,26,25,5,9,11,0,5,14,41,23,8,64,9,4,11,34,6,P
12,8,0,53,44,0,8,0,43,94,62,27,35,13,6,11,30,71,56,35,104,29,7,17,37,26,P
12,0,0,78,50,1,29,6,108,245,141,43,71,16,11,18,130,203,165,116,249,40,24,33,49,56,P
3,0,0,26,14,1,7,4,41,84,54,11,28,11,1,11,94,105,81,38,101,13,6,15,39,18,P
9,0,6,34,31,0,4,2,21,71,36,8,24,5,4,3,42,64,39,26,67,10,2,10,29,36,P
5,4,0,39,45,2,5,2,49,155,79,20,55,22,16,7,39,109,63,63,122,33,8,33,68,29,P
3,0,0,29,13,0,11,4,15,48,44,16,23,9,2,4,17,82,33,25,161,15,5,14,74,18,P
0,1,2,6,27,0,4,0,3,40,19,9,16,8,0,0,4,19,38,20,50,7,11,2,5,42,P
3,0,0,10,22,2,4,0,12,23,22,6,14,2,1,5,14,44,5,12,34,6,0,9,31,23,P
