@relation 7yesSC_con_tra_sz1_it2

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute RCC27 numeric
@attribute RCC28 numeric
@attribute RCC29 numeric
@attribute RCC30 numeric
@attribute RCC31 numeric
@attribute RCC32 numeric
@attribute RCC33 numeric
@attribute RCC34 numeric
@attribute RCC35 numeric
@attribute RCC36 numeric
@attribute RCC37 numeric
@attribute RCC38 numeric
@attribute RCC39 numeric
@attribute RCC40 numeric
@attribute RCC41 numeric
@attribute RCC42 numeric
@attribute RCC43 numeric
@attribute RCC44 numeric
@attribute RCC45 numeric
@attribute RCC46 numeric
@attribute RCC47 numeric
@attribute RCC48 numeric
@attribute RCC49 numeric
@attribute RCC50 numeric
@attribute RCC51 numeric
@attribute RCC52 numeric
@attribute Class {P,N}

@data

12,1,1,11,32,1,6,2,0,23,16,0,22,2,14,0,0,1,5,3,11,6,1,3,0,74,9,3,1,14,19,1,7,1,0,20,10,2,15,2,11,0,0,5,8,1,18,2,1,0,0,72,P
5,1,0,19,26,0,13,5,4,30,31,4,17,48,2,0,5,14,19,5,50,9,3,4,15,39,4,2,0,25,31,0,17,5,3,32,33,4,15,44,2,0,3,13,16,8,47,10,5,3,15,37,P
13,1,3,21,39,1,13,2,0,17,25,6,17,2,7,0,0,0,6,8,11,5,2,2,3,91,11,1,5,19,40,2,8,2,1,19,31,6,17,4,7,0,0,0,6,8,14,6,2,4,2,95,P
2,0,0,69,35,0,16,0,45,85,89,7,30,24,9,6,40,71,31,28,114,34,9,16,65,61,2,0,0,69,35,0,16,0,45,85,89,7,30,24,9,6,40,71,31,28,114,34,9,16,65,61,P
29,4,1,13,34,2,48,8,2,19,92,12,13,123,7,0,3,13,2,0,45,3,3,13,67,4,29,4,1,13,34,2,48,8,2,19,92,12,13,123,7,0,3,13,2,0,45,3,3,13,67,4,P
32,5,3,32,51,6,42,11,14,54,146,31,49,135,14,1,7,21,20,22,100,20,6,22,94,61,23,6,1,35,52,4,42,4,10,61,131,35,52,124,16,1,8,19,15,18,101,23,2,25,80,59,P
7,1,0,5,6,2,14,2,5,21,36,10,9,46,8,0,1,5,6,3,19,4,2,2,16,9,4,1,1,7,6,1,12,3,4,16,34,5,11,39,7,0,2,9,7,4,22,5,1,4,19,9,P
14,3,1,12,18,1,6,2,0,22,13,3,17,3,16,0,0,3,6,1,13,4,2,0,1,72,13,0,1,10,24,2,5,4,0,30,13,1,22,4,15,0,0,2,4,3,11,9,3,3,0,71,P
11,2,5,7,19,2,8,2,4,21,36,6,10,25,4,0,4,18,7,8,15,4,2,5,24,61,10,1,4,11,21,2,10,3,4,20,31,7,8,31,3,0,5,19,4,7,18,6,0,3,21,61,P
36,8,4,37,75,2,26,11,4,43,62,14,43,35,51,0,1,5,5,6,33,10,1,6,23,104,30,9,2,39,68,4,34,14,5,46,60,17,40,30,40,0,1,10,11,8,25,10,1,6,23,117,P
15,1,0,19,19,2,23,2,6,11,39,2,7,51,10,0,2,16,8,10,40,4,0,11,37,14,15,1,0,19,19,2,23,2,6,11,39,2,7,51,10,0,2,16,8,10,40,4,0,11,37,14,P
27,8,4,39,64,3,30,3,9,46,106,34,24,84,19,1,11,22,16,15,72,13,4,17,69,78,26,13,7,41,58,3,34,3,9,55,96,30,22,87,20,1,11,28,20,15,84,13,4,17,66,75,P
