@relation 8noSC_sum_tra_sz2_it3

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

3,8,16,0,21,1,41,12,0,7,12,16,13,106,76,0,0,0,0,0,13,2,2,12,22,17,P
5,19,28,4,40,25,152,28,0,2,27,29,19,279,50,0,0,1,0,3,18,9,4,17,56,10,P
8,4,19,0,23,4,43,13,0,1,11,6,7,59,55,0,0,0,0,0,5,5,1,4,11,12,P
9,11,9,10,43,4,56,12,0,0,9,5,13,72,149,0,0,0,0,0,12,2,1,7,16,25,P
9,15,14,2,29,9,56,14,0,22,22,11,42,115,137,0,0,0,4,0,17,9,0,9,23,20,P
25,42,28,3,80,27,166,29,0,10,47,42,71,208,282,0,0,0,2,4,43,23,13,30,52,86,P
11,16,20,0,39,17,103,24,0,2,46,46,38,318,33,0,0,1,0,4,86,6,13,29,91,31,P
4,4,1,0,4,6,53,4,0,0,16,11,3,131,10,0,0,1,0,0,4,0,0,11,23,5,P
16,9,11,1,42,11,63,3,0,10,39,15,29,148,92,0,0,1,0,0,26,11,3,8,12,24,P
4,5,1,0,2,2,9,13,0,2,3,4,0,44,24,0,0,0,0,0,3,6,0,6,0,6,P
10,10,26,6,38,0,102,10,0,2,32,30,46,212,20,0,0,0,2,2,12,6,0,8,92,30,P
21,11,13,10,53,8,67,9,0,6,32,24,22,153,97,0,0,0,2,1,16,12,5,9,16,28,P
15,18,65,4,29,13,127,49,0,6,33,29,29,325,83,0,0,0,0,2,24,4,4,18,84,22,P
18,10,1,11,61,14,80,22,0,14,34,19,26,142,90,0,0,0,4,5,18,6,2,12,34,31,P
20,26,7,8,47,5,64,12,0,8,22,21,37,160,144,0,0,0,0,0,16,4,4,16,14,36,P
6,0,9,0,25,1,43,6,0,0,10,5,1,154,45,0,0,0,0,0,8,2,0,5,13,19,P
14,7,5,5,26,4,11,2,0,6,5,7,23,8,167,0,0,0,0,0,0,8,1,4,0,25,P
8,9,42,0,27,23,109,24,0,11,35,23,28,275,48,0,0,2,3,5,38,10,2,27,65,8,P
0,2,2,0,4,2,39,3,0,1,10,11,6,150,15,0,0,0,1,2,2,1,0,3,12,5,P
27,28,17,5,45,21,83,24,0,21,31,34,42,149,192,0,0,0,6,2,4,19,3,10,17,30,P
33,33,15,1,45,1,26,20,0,2,18,21,36,66,273,0,0,0,1,1,3,10,2,9,13,43,P
11,10,4,2,14,1,26,8,0,6,10,12,6,46,91,0,0,0,0,1,2,10,1,7,11,7,P
11,13,2,12,74,8,81,4,0,12,33,19,39,159,120,0,0,1,3,8,19,7,2,14,35,29,P
74,53,34,8,146,26,177,61,1,12,59,72,89,300,468,0,0,3,3,15,29,50,13,37,63,171,P
