@relation 7yesSC_con_tra_sz1_it3

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute RCC27 numeric
@attribute RCC28 numeric
@attribute RCC29 numeric
@attribute RCC30 numeric
@attribute RCC31 numeric
@attribute RCC32 numeric
@attribute RCC33 numeric
@attribute RCC34 numeric
@attribute RCC35 numeric
@attribute RCC36 numeric
@attribute RCC37 numeric
@attribute RCC38 numeric
@attribute RCC39 numeric
@attribute RCC40 numeric
@attribute RCC41 numeric
@attribute RCC42 numeric
@attribute RCC43 numeric
@attribute RCC44 numeric
@attribute RCC45 numeric
@attribute RCC46 numeric
@attribute RCC47 numeric
@attribute RCC48 numeric
@attribute RCC49 numeric
@attribute RCC50 numeric
@attribute RCC51 numeric
@attribute RCC52 numeric
@attribute Class {P,N}

@data

8,0,3,19,31,0,17,2,7,44,64,16,18,38,14,0,3,17,15,4,60,4,2,6,16,51,3,0,2,26,27,0,11,1,2,37,61,5,20,38,7,0,2,15,12,10,54,4,3,7,18,46,P
2,0,1,5,8,1,16,2,1,8,23,11,3,64,7,0,0,1,1,1,27,2,0,3,17,3,2,1,1,6,9,1,15,2,0,8,23,12,3,65,5,0,0,2,2,0,27,2,0,3,16,5,P
14,3,2,53,50,0,23,3,20,75,102,23,57,50,18,0,14,42,30,25,83,26,1,16,39,104,14,1,2,49,54,1,20,3,20,76,106,26,59,49,20,1,15,41,32,19,80,23,1,16,38,107,P
14,2,1,24,26,2,13,0,4,27,63,12,27,39,7,0,4,7,10,14,56,10,4,12,29,42,17,3,1,26,28,3,11,2,3,24,62,16,26,38,3,0,3,5,12,14,59,11,4,9,31,45,P
8,1,3,30,33,1,14,0,8,58,81,9,37,50,22,0,3,15,14,5,46,7,4,8,10,50,17,4,3,30,34,1,16,0,8,58,81,9,35,48,22,0,3,15,14,5,49,7,4,7,11,50,P
17,1,1,21,47,1,5,1,1,16,11,1,23,7,25,0,0,3,6,10,14,11,4,0,1,107,19,1,2,21,53,2,7,2,1,16,10,1,24,5,25,0,0,2,10,9,13,4,5,0,1,108,P
7,2,9,21,30,7,42,7,2,15,38,13,16,71,12,0,2,1,2,8,19,7,0,8,33,13,11,4,28,15,15,1,31,11,1,21,49,15,16,57,9,0,1,7,8,8,32,11,2,10,25,9,P
13,2,0,25,34,2,27,1,3,38,65,16,25,53,6,0,3,10,7,11,43,13,2,15,34,36,12,3,0,28,33,2,23,1,3,38,70,10,40,47,11,0,4,14,7,10,39,11,3,19,39,35,P
21,3,4,59,73,2,37,4,19,109,136,28,64,58,17,1,11,41,40,18,107,21,9,15,65,126,20,2,4,54,69,2,34,3,13,105,138,21,61,59,17,1,8,32,42,22,107,25,5,16,58,128,P
16,2,0,41,29,1,7,1,4,31,53,4,30,33,10,0,6,15,10,6,46,6,2,10,20,83,9,2,1,42,39,1,17,3,3,31,52,4,27,33,9,0,6,17,14,8,44,5,3,9,19,83,P
18,3,3,75,74,1,13,2,14,90,132,14,52,64,9,1,10,28,33,20,80,21,4,16,49,173,18,3,3,75,74,1,13,2,14,90,132,14,52,64,9,1,10,28,33,20,80,21,4,16,49,173,P
14,3,9,53,78,1,8,11,12,93,53,7,62,13,19,1,16,29,44,31,56,23,11,6,3,184,15,4,10,52,77,1,7,11,13,94,62,10,61,17,18,1,15,28,46,24,55,26,9,6,2,192,P
