@relation 7noSC_sum_tra_sz1_it2

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

9,12,58,0,8,10,36,23,0,2,2,5,4,12,121,0,0,0,0,0,0,0,0,0,2,3,P
8,8,44,2,7,21,61,18,0,0,1,0,1,35,50,0,0,0,0,0,0,0,0,2,0,2,P
14,24,33,0,15,28,120,13,0,0,6,1,8,85,130,0,0,0,0,0,0,1,0,2,1,1,P
10,22,52,2,18,50,152,30,0,0,4,4,6,134,154,0,0,0,0,0,0,2,0,0,6,18,P
0,2,15,0,5,1,19,8,0,0,2,0,0,11,116,0,0,0,0,0,0,0,0,2,0,2,P
19,17,65,1,25,67,202,32,0,1,4,6,2,55,129,0,0,0,0,0,0,0,0,0,1,6,P
3,11,11,0,10,24,74,11,0,0,3,2,3,54,81,0,0,0,0,0,0,0,0,0,2,1,P
3,17,20,0,11,33,103,18,0,0,4,3,5,56,30,0,0,0,0,0,2,0,2,1,1,3,P
54,44,90,2,70,101,288,35,0,0,16,12,18,143,344,0,0,0,0,0,3,2,0,4,8,13,P
10,8,40,0,2,28,110,14,0,0,4,2,0,82,102,0,0,0,0,0,2,0,0,2,10,6,P
13,13,91,3,34,41,207,38,0,0,11,15,6,168,17,0,0,0,0,0,2,0,0,0,10,0,P
26,26,95,1,14,55,160,43,0,0,7,16,4,66,180,0,0,0,0,0,0,0,0,4,0,4,P
2,6,11,0,6,31,121,10,0,0,0,1,2,87,44,0,0,0,0,0,0,0,0,2,2,0,P
24,38,50,2,26,71,199,41,0,2,4,11,6,54,214,0,0,0,0,0,0,1,1,2,8,26,P
24,40,98,0,26,53,156,34,0,0,5,6,8,43,194,0,0,0,0,0,0,2,0,4,2,12,P
18,21,42,0,17,46,127,33,0,0,13,6,9,60,194,0,0,0,0,0,2,0,0,4,2,4,P
20,41,152,7,46,21,72,82,0,0,3,12,2,33,279,0,0,0,0,0,0,1,0,3,2,7,P
13,33,78,1,31,24,86,45,0,1,5,7,7,53,163,0,0,0,0,0,0,0,0,0,1,3,P
2,5,28,0,4,25,99,13,0,0,4,4,0,67,78,0,0,0,0,0,4,0,0,4,14,5,P
32,48,84,8,66,45,165,42,0,5,19,21,23,141,324,0,0,0,0,0,0,0,0,7,8,9,P
20,33,103,0,55,59,187,45,0,0,8,3,14,62,338,0,0,0,0,0,0,2,0,2,4,6,P
5,9,41,0,17,50,137,21,0,0,2,9,7,39,84,0,0,0,0,0,1,0,0,0,0,2,P
13,27,61,2,24,48,137,38,0,1,2,2,1,58,227,0,0,0,0,0,0,0,0,3,2,16,P
2,10,21,0,1,34,109,7,0,0,2,5,1,70,17,0,0,0,0,0,2,0,0,0,3,2,P
4,10,39,2,15,20,110,10,0,0,3,4,4,64,84,0,0,0,0,0,2,0,0,0,0,2,P
0,0,46,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
10,4,40,0,32,8,32,14,0,0,0,2,10,10,358,0,0,0,0,0,0,0,0,0,2,4,P
11,28,72,0,16,35,129,24,0,0,5,7,3,97,111,0,0,0,0,0,0,1,0,0,3,4,P
10,30,138,0,22,68,262,62,0,0,14,16,12,190,78,0,0,0,0,0,4,2,0,2,14,4,P
12,13,29,2,14,50,84,8,0,4,6,5,8,39,111,0,0,0,0,0,0,4,0,2,1,5,P
15,21,33,2,19,29,123,15,0,0,9,2,11,85,130,0,0,0,0,0,1,1,0,4,1,3,P
3,6,20,0,4,12,54,15,0,0,0,0,2,60,45,0,0,0,0,0,0,0,0,0,0,0,P
14,27,55,2,45,41,177,45,0,1,23,20,22,128,221,0,0,0,0,0,3,3,0,2,12,6,P
14,6,51,0,6,3,20,5,0,0,0,0,4,9,202,0,0,0,0,0,0,0,0,0,0,4,P
