@relation 8yesSC_sum_tra_sz3_it3

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

6,0,0,34,39,0,5,4,19,73,31,11,30,8,5,8,43,67,67,40,79,13,8,7,32,54,P
1,0,0,13,16,0,2,0,24,64,49,6,21,3,6,6,29,105,43,37,109,2,4,10,27,27,P
3,3,6,18,15,2,8,6,21,65,38,9,20,12,4,3,38,68,53,32,65,14,4,10,22,35,P
4,1,6,13,23,1,4,3,7,28,23,11,8,1,8,1,7,11,21,27,36,11,9,6,1,38,P
1,0,0,16,3,0,7,0,5,28,50,7,6,15,0,2,29,56,20,28,61,4,0,8,40,1,P
3,1,0,12,18,2,1,0,14,28,26,4,13,2,2,7,15,43,4,10,37,6,0,9,32,17,P
0,2,0,12,5,1,5,2,5,12,19,7,6,14,3,0,10,10,11,8,55,2,2,10,16,5,P
2,2,3,31,46,0,9,11,44,151,62,8,56,4,7,7,125,68,181,58,92,31,18,12,0,89,P
0,0,0,7,7,3,5,1,4,20,7,2,7,3,2,6,24,17,19,6,29,4,3,6,12,7,P
4,0,1,43,36,0,5,2,60,150,81,20,42,14,11,10,84,127,109,66,128,41,10,37,26,60,P
5,2,0,62,51,0,7,2,33,125,56,19,49,6,5,6,42,90,64,47,122,29,16,22,15,38,P
9,2,0,31,25,0,1,0,74,108,50,10,48,2,3,14,86,107,85,62,126,18,10,13,31,42,P
4,0,0,22,32,2,7,5,17,52,69,12,13,15,2,0,19,54,18,25,105,14,3,25,68,7,P
8,1,1,57,57,0,10,8,68,191,117,37,45,9,12,6,70,161,81,70,172,27,16,32,87,83,P
10,0,5,36,22,1,14,2,31,87,72,30,27,12,2,4,43,128,64,44,214,14,2,34,75,12,P
8,0,1,46,33,0,2,1,29,94,43,8,43,3,3,6,58,54,101,58,67,10,10,9,18,55,P
10,0,0,72,54,1,13,0,51,167,131,25,67,33,7,8,63,149,109,64,168,32,21,41,62,21,P
2,0,0,20,13,2,6,12,19,36,47,33,12,21,2,4,26,53,35,34,83,5,3,24,58,8,P
2,0,8,16,4,1,8,12,15,22,30,9,4,15,2,3,9,39,16,19,55,7,7,7,35,3,P
3,2,0,12,3,0,0,0,31,88,15,12,27,2,0,3,18,34,69,20,43,5,5,2,1,24,P
0,0,8,1,3,0,2,3,3,8,11,5,5,0,9,0,4,6,5,8,11,6,0,2,0,42,P
8,3,4,39,18,5,7,8,59,83,102,24,32,27,0,13,71,139,79,62,251,11,4,35,93,2,P
7,1,11,13,13,1,14,9,31,56,49,17,21,8,4,0,24,56,44,54,75,11,4,14,56,22,P
0,0,7,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,P
5,2,0,87,76,2,5,0,48,235,101,35,108,13,13,6,102,161,183,74,147,41,16,24,14,62,P
0,0,0,0,8,0,0,0,4,38,4,0,6,0,4,0,38,20,46,16,22,6,4,2,0,22,P
20,4,6,93,64,0,23,26,38,163,89,52,76,12,10,0,55,55,107,77,113,56,15,46,33,45,P
10,2,2,20,33,0,4,0,21,80,36,12,27,5,6,8,46,74,56,41,78,16,8,11,16,30,P
0,0,0,2,5,0,0,0,0,7,1,1,2,0,3,0,0,1,2,0,3,0,0,0,0,18,P
3,2,0,23,27,8,3,2,13,20,18,14,13,12,14,0,2,8,6,6,31,12,1,3,20,15,P
4,0,1,43,44,2,9,2,15,76,51,26,36,13,2,1,47,63,57,57,90,29,11,22,23,34,P
1,0,0,13,26,0,13,1,4,45,31,10,12,6,2,3,17,42,27,18,59,4,4,11,23,27,P
4,0,0,5,8,0,3,0,4,11,25,5,3,2,2,0,3,18,3,7,46,4,0,8,41,13,P
6,0,0,16,8,0,9,5,6,31,41,15,8,7,6,0,13,38,23,31,81,6,1,13,43,4,P
13,2,0,18,43,0,10,6,10,47,20,0,37,7,6,2,24,28,58,22,26,6,12,2,4,64,P
1,0,1,7,15,0,11,10,46,50,42,9,7,8,3,14,58,83,33,43,88,13,3,22,26,10,P
