@relation 8noSC_sum_tra_sz3_it3

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

3,1,31,0,12,2,34,0,0,0,8,3,2,135,60,0,0,0,0,0,0,2,0,3,20,14,P
3,0,0,1,12,0,20,4,0,0,6,6,4,77,21,0,0,0,0,0,0,0,0,4,13,1,P
10,15,10,5,39,3,29,12,0,1,8,15,26,62,134,0,0,0,2,1,2,10,0,6,11,27,P
22,23,5,4,59,8,43,9,0,1,23,33,28,53,156,0,0,0,1,3,23,15,3,39,33,42,P
1,10,2,1,10,6,24,5,0,2,0,7,0,81,29,0,0,2,0,0,6,4,0,9,20,8,P
23,14,0,4,54,6,51,21,0,0,21,20,19,177,123,0,0,0,0,4,8,8,1,13,13,30,P
27,16,3,16,109,18,78,17,0,16,36,24,34,143,150,0,0,0,0,1,17,15,2,23,27,78,P
4,7,3,0,4,5,62,6,0,2,9,3,6,149,7,0,0,0,1,0,6,1,3,8,30,7,P
5,7,10,6,34,5,33,7,0,7,21,6,20,80,88,0,0,0,2,2,7,3,2,6,14,17,P
0,0,10,0,0,0,0,2,0,0,0,0,0,2,13,0,0,0,0,0,1,0,1,0,0,4,P
7,6,18,2,16,1,7,11,0,0,4,2,1,24,61,0,0,0,0,1,2,1,2,2,5,13,P
0,1,7,1,7,1,11,2,0,0,2,3,2,62,16,0,0,0,0,0,0,0,1,1,13,10,P
4,13,35,1,25,6,79,25,0,0,5,22,10,185,40,0,0,0,0,1,5,5,4,12,30,18,P
17,14,4,0,24,0,29,10,0,4,18,9,25,128,108,0,0,0,4,1,13,8,3,5,25,26,P
4,6,4,0,8,2,13,12,0,2,11,6,14,57,0,0,2,0,0,2,4,2,0,2,8,2,P
4,7,3,0,10,4,30,12,0,0,3,8,2,52,41,0,0,0,0,0,0,0,0,3,16,11,P
23,14,14,3,38,5,14,3,0,4,2,4,12,20,268,0,0,0,0,0,1,10,1,5,0,30,P
44,39,44,4,74,13,114,31,0,25,52,37,50,200,270,0,0,0,9,3,25,29,2,20,41,50,P
5,5,7,3,38,0,6,8,0,6,3,4,18,2,141,0,0,3,10,0,1,18,1,1,0,29,P
38,13,7,1,73,2,17,5,0,1,16,5,45,13,295,0,0,0,0,0,5,11,0,4,5,60,P
1,5,6,2,10,15,53,9,0,2,15,22,8,158,19,0,0,0,0,0,8,3,1,8,19,6,P
10,5,14,3,36,4,55,10,1,9,25,11,26,136,99,0,0,1,2,3,22,9,4,6,17,25,P
28,14,10,10,60,10,52,21,0,0,19,28,30,112,160,0,0,0,4,0,10,14,2,8,26,32,P
5,11,8,0,34,0,51,11,0,0,19,22,12,197,99,0,0,2,2,0,6,1,0,13,43,22,P
9,9,18,0,11,7,65,8,0,0,14,18,14,244,36,0,0,0,0,0,11,7,6,6,32,14,P
25,10,17,4,74,7,31,14,0,15,31,13,82,18,278,0,0,0,2,2,5,19,7,2,4,58,P
14,6,20,0,33,2,15,6,0,5,6,4,39,6,188,0,0,1,1,2,7,18,4,1,0,20,P
8,32,10,0,26,22,154,6,0,2,42,38,30,350,48,0,0,0,0,0,36,8,8,36,78,26,P
13,12,10,10,40,0,6,6,0,2,3,4,6,13,134,0,0,0,0,0,4,2,4,0,0,37,P
0,1,44,0,9,2,21,11,0,0,6,1,0,55,30,0,0,0,0,2,0,1,0,1,13,11,P
9,11,11,3,32,12,48,3,0,8,23,13,24,71,65,0,0,2,6,0,24,10,5,11,23,18,P
10,4,16,5,39,14,66,17,0,16,23,18,42,88,139,0,0,2,4,2,24,24,3,10,23,36,P
28,15,5,0,33,10,76,25,0,12,20,30,23,121,151,0,0,0,1,3,8,14,2,19,34,20,P
13,8,21,0,34,2,13,5,0,0,4,4,36,6,192,0,0,1,3,1,6,19,6,1,0,16,P
75,23,24,8,82,8,39,27,0,4,10,10,58,18,518,0,0,0,0,0,4,16,3,5,5,128,P
17,11,8,5,44,15,72,12,0,3,29,18,33,148,99,0,0,0,12,3,16,6,1,18,37,32,P
7,5,21,0,14,1,22,5,0,5,8,10,10,26,84,0,0,2,2,1,8,13,1,5,9,34,P
7,13,4,5,33,6,70,9,0,18,22,24,31,160,143,0,0,1,4,0,32,8,9,8,33,31,P
3,0,6,0,4,0,0,2,0,0,1,3,3,1,121,0,0,0,0,0,0,1,0,0,0,23,P
23,13,44,3,58,6,27,17,0,3,15,6,37,13,225,0,0,0,0,0,3,21,2,1,2,56,P
4,6,6,0,17,5,36,6,0,0,12,6,15,51,107,0,0,0,0,2,10,4,1,5,23,16,P
22,20,26,6,72,7,95,15,0,10,43,35,57,143,243,0,0,2,3,9,19,20,5,16,39,45,P
37,7,8,2,69,2,2,6,0,0,12,2,61,8,248,0,0,0,0,0,2,16,4,2,0,63,P
16,6,1,0,16,1,0,10,0,9,6,9,13,0,230,0,1,0,0,3,3,12,3,7,0,56,P
9,4,6,4,37,1,32,9,0,11,12,16,17,52,95,0,0,3,0,5,13,22,0,14,14,18,P
11,8,23,1,21,3,10,10,0,2,7,8,16,26,143,0,0,0,0,0,7,11,3,6,5,27,P
4,4,0,2,3,0,24,2,0,0,0,6,2,58,45,0,0,0,0,0,0,1,0,1,9,4,P
4,10,9,1,12,7,51,14,0,0,23,10,12,194,28,0,0,0,1,0,6,3,2,10,28,11,P
22,24,21,9,78,10,70,12,0,7,27,26,40,118,228,0,0,0,4,2,21,8,8,12,39,41,P
28,16,13,3,50,15,64,12,0,6,30,24,47,114,182,0,0,4,10,2,5,30,5,3,17,21,P
23,24,27,3,66,7,32,34,0,5,8,18,34,69,287,0,0,0,1,2,8,10,1,11,15,31,P
