@relation 8noSC_sum_tra_sz1_it3

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

30,12,16,12,106,14,104,20,0,14,42,38,42,244,226,0,0,2,8,4,42,30,6,20,28,40,P
17,10,19,2,20,9,47,4,0,0,12,6,9,65,85,0,0,0,0,0,1,4,1,11,17,18,P
33,15,15,3,41,14,60,13,0,6,29,22,54,115,181,0,0,4,11,3,6,26,3,8,15,20,P
24,26,24,5,77,25,111,19,0,4,24,33,17,130,184,0,0,0,4,4,7,4,0,26,27,53,P
19,16,20,6,42,16,65,19,0,4,19,14,13,149,121,0,0,0,3,2,20,6,0,14,26,33,P
3,7,8,0,6,3,23,5,0,3,4,4,4,64,4,0,0,0,0,0,2,0,0,6,17,9,P
16,14,20,0,34,10,88,14,0,4,36,32,18,414,80,0,0,2,4,10,38,16,10,42,62,24,P
25,16,24,11,54,18,75,17,0,12,12,10,23,95,149,0,0,0,3,3,18,13,10,6,17,36,P
15,0,10,5,62,2,4,8,0,0,8,3,66,13,325,0,0,0,0,0,1,10,0,6,1,54,P
34,18,19,8,96,17,123,27,0,14,67,43,62,167,188,0,0,0,10,6,21,33,9,13,26,55,P
26,13,28,2,22,9,93,22,0,4,16,11,23,251,162,0,0,0,0,0,11,2,2,5,31,29,P
24,14,32,2,54,12,64,20,0,8,14,4,18,66,152,0,0,0,0,2,6,4,4,2,8,22,P
12,8,9,1,16,1,3,5,0,0,2,5,3,0,142,0,0,0,0,0,0,1,0,1,0,16,P
15,2,0,0,17,0,2,12,0,5,6,6,18,1,220,0,1,0,0,3,1,12,3,5,0,66,P
17,15,22,0,43,16,96,20,0,2,38,33,18,421,88,0,0,2,6,14,37,16,10,40,62,30,P
18,10,8,0,2,2,2,33,0,0,2,10,5,5,60,0,0,0,0,0,0,2,0,3,0,21,P
39,50,49,14,144,25,107,80,0,16,50,42,122,83,380,0,0,0,3,7,23,58,18,34,22,243,P
7,15,26,8,19,7,119,10,0,5,32,40,21,369,39,0,0,1,3,6,41,7,5,28,59,15,P
15,5,18,5,34,15,66,19,0,14,27,19,42,91,131,0,0,2,4,4,23,27,3,5,20,41,P
9,7,31,1,16,5,13,10,0,4,9,5,9,27,128,0,0,0,1,2,4,8,0,6,6,29,P
33,28,23,18,138,19,148,26,2,19,77,48,77,262,212,0,0,0,10,3,65,36,16,39,73,51,P
25,10,21,3,74,5,30,16,0,14,26,13,76,18,264,0,0,0,2,1,4,22,8,1,4,55,P
