@relation 7noSC_sum_tra_sz2_it1

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

29,57,61,2,45,100,287,32,0,4,10,17,14,142,231,0,0,0,0,0,0,2,2,3,7,9,P
20,18,67,0,17,5,57,17,0,0,3,1,0,59,172,0,0,0,0,0,0,0,0,0,2,10,P
13,28,60,2,49,43,177,46,0,0,25,19,18,130,214,0,0,0,0,0,4,2,0,2,7,6,P
8,20,62,2,5,34,191,50,0,0,2,5,2,135,160,0,0,0,0,0,0,0,0,0,0,6,P
13,16,61,0,22,44,140,23,0,0,4,6,4,45,238,0,0,0,0,0,0,0,0,0,5,14,P
3,4,14,0,3,19,72,9,0,0,0,6,0,32,43,0,0,0,0,0,0,0,0,0,1,2,P
25,23,41,7,48,20,60,22,0,5,8,5,27,43,249,0,0,0,0,0,2,1,0,1,10,20,P
25,32,77,5,43,56,177,39,0,6,10,4,21,83,238,0,0,0,0,0,1,1,0,4,0,30,P
10,12,39,4,26,74,185,27,0,0,16,4,8,83,137,0,0,0,0,0,0,0,2,0,6,0,P
12,9,16,1,23,19,125,8,0,0,3,2,7,105,126,0,0,0,0,0,0,0,0,0,3,3,P
4,11,37,1,18,31,113,15,0,0,0,2,2,57,76,0,0,0,0,0,2,0,0,0,0,5,P
0,16,29,0,0,24,65,4,0,0,0,0,0,35,56,0,0,0,0,0,0,0,0,0,2,5,P
12,22,50,0,19,42,199,25,0,0,2,2,12,131,98,0,0,0,0,0,2,0,0,1,1,2,P
2,4,17,0,0,6,33,2,0,0,0,4,0,32,42,0,0,0,0,0,0,0,0,0,3,1,P
42,45,98,4,68,116,319,46,0,0,35,18,15,118,341,0,0,0,0,0,2,0,3,4,12,10,P
15,26,45,2,29,55,180,43,0,4,15,12,15,57,155,0,0,0,0,0,0,2,0,4,2,4,P
3,7,11,2,22,31,139,23,0,0,24,8,10,127,7,0,0,0,0,0,0,0,0,0,6,2,P
2,13,18,0,1,30,112,4,0,0,2,4,1,75,19,0,0,0,0,0,2,0,0,0,3,2,P
11,26,34,0,16,31,137,18,0,0,0,3,3,81,126,0,0,0,0,0,0,0,0,3,0,3,P
3,11,34,0,1,23,74,4,0,0,1,2,0,61,50,0,0,0,0,0,0,0,0,0,0,2,P
8,31,79,0,19,41,124,25,0,0,3,5,2,89,99,0,0,0,0,0,0,1,1,0,4,4,P
31,55,114,0,54,87,236,73,0,0,8,16,16,150,180,0,0,0,0,0,0,0,0,2,4,20,P
1,14,17,0,2,31,111,10,0,0,0,0,0,94,12,0,0,0,0,0,0,0,0,0,0,0,P
8,9,18,1,9,19,56,10,0,0,0,0,1,25,77,0,0,0,0,0,0,0,0,0,0,0,P
11,5,18,1,7,2,6,5,0,0,0,3,0,10,201,0,0,0,0,0,0,0,0,0,0,0,P
15,12,40,0,20,30,110,44,0,1,1,4,3,57,220,0,0,0,0,0,0,1,0,0,1,11,P
5,4,13,0,4,29,87,5,0,0,2,0,3,27,64,0,0,0,0,0,0,0,0,0,4,2,P
0,6,14,0,5,29,136,16,0,0,1,0,0,97,11,0,0,0,0,0,0,0,0,0,0,1,P
1,8,39,0,3,22,80,14,0,0,1,5,1,53,43,0,0,0,0,0,0,0,0,0,0,1,P
3,6,34,0,2,16,82,4,0,0,3,3,5,51,8,0,0,0,0,0,0,0,0,0,0,0,P
32,39,76,0,23,10,59,36,0,0,4,8,6,21,274,0,0,0,0,0,0,2,0,0,4,12,P
5,4,40,0,17,2,10,4,0,0,4,0,20,10,227,0,0,0,0,0,0,0,0,0,0,11,P
29,23,69,2,30,2,30,45,0,0,3,3,15,23,424,0,0,0,0,0,0,0,0,0,2,3,P
14,23,51,0,16,10,57,19,0,1,1,4,5,63,109,0,0,0,0,0,0,1,0,0,1,4,P
6,20,70,0,8,42,189,22,0,0,3,4,1,131,194,0,0,0,0,0,2,0,2,0,2,6,P
17,28,34,2,24,34,119,29,0,0,2,1,8,70,148,0,0,0,0,0,0,2,1,1,2,3,P
18,35,70,3,35,56,179,46,0,2,6,6,13,68,218,0,0,0,2,2,1,0,0,2,2,22,P
9,25,112,0,18,58,167,31,0,0,5,5,6,98,31,0,0,0,0,1,0,0,0,1,1,1,P
11,41,66,7,27,52,208,42,0,0,9,13,8,134,247,0,0,0,0,0,2,1,0,5,2,10,P
5,14,34,0,8,17,71,24,0,0,4,6,0,80,2,0,0,0,0,0,0,0,0,2,0,4,P
19,30,32,0,12,29,115,14,0,1,1,5,2,73,117,0,0,0,0,0,0,0,0,1,0,2,P
18,24,25,1,35,30,118,16,0,0,7,5,8,72,172,0,0,0,0,0,0,1,0,4,0,3,P
12,11,25,2,32,26,118,24,0,0,4,8,6,84,181,0,0,0,0,0,4,2,0,2,6,10,P
3,11,72,2,17,57,155,12,0,0,4,11,12,91,103,0,0,0,0,0,0,0,0,1,5,10,P
2,7,32,0,20,25,99,13,0,0,0,3,0,69,82,0,0,0,0,0,2,0,0,2,0,0,P
4,0,23,0,0,0,6,4,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,6,P
13,29,50,1,26,56,210,25,0,1,15,27,7,184,44,0,0,0,0,0,0,0,0,0,13,2,P
3,8,10,0,9,8,31,8,0,0,0,1,1,19,110,0,0,0,0,0,0,0,0,0,1,5,P
11,13,61,0,5,34,179,35,0,0,0,9,0,141,172,0,0,0,0,0,2,0,0,0,0,6,P
14,20,62,0,22,24,103,24,0,0,2,5,13,66,164,0,0,0,0,0,0,0,0,0,1,4,P
13,23,50,0,1,66,233,17,0,0,4,15,2,151,14,0,0,0,0,0,3,0,0,1,4,0,P
8,4,18,0,6,0,4,26,0,0,0,0,0,6,298,0,0,0,0,0,0,0,0,0,0,0,P
13,8,36,0,6,37,123,10,0,0,12,7,9,33,146,0,0,0,0,0,1,2,0,4,1,2,P
3,17,43,1,4,25,67,11,0,0,2,3,3,24,58,0,0,0,0,0,0,0,0,0,1,1,P
4,16,128,0,0,14,50,28,0,0,0,4,0,14,70,0,0,0,0,0,0,0,0,0,0,2,P
31,71,92,3,31,45,145,53,0,0,12,4,10,66,284,0,0,0,0,0,0,0,0,2,1,12,P
12,4,32,0,4,42,106,14,0,0,0,2,2,40,98,0,0,0,0,0,0,0,0,0,2,8,P
42,74,190,8,76,38,176,84,0,1,16,33,19,164,506,0,0,0,0,0,0,5,2,8,4,12,P
57,41,76,6,82,50,150,48,0,0,9,11,22,47,326,0,0,0,0,0,0,0,0,0,0,12,P
17,28,54,0,23,49,157,32,0,0,3,4,10,38,236,0,0,0,0,0,0,0,0,0,4,14,P
2,0,7,0,2,5,47,2,0,0,0,1,0,32,43,0,0,0,0,0,0,0,0,0,0,1,P
0,5,43,0,3,6,24,8,0,0,0,0,1,18,26,0,0,0,0,0,0,0,0,0,2,0,P
9,10,34,2,36,11,49,17,0,2,3,1,6,28,108,0,0,0,0,0,2,2,0,0,5,3,P
0,0,1,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,P
6,16,16,4,19,14,62,7,0,0,4,6,1,34,90,0,0,0,0,0,4,0,0,2,0,6,P
8,5,0,0,13,0,0,16,0,0,0,0,2,0,111,0,0,0,0,0,0,0,0,0,0,0,P
31,33,80,0,31,41,172,33,0,0,4,2,2,110,230,0,0,0,0,0,0,0,0,2,4,8,P
