@relation 7yesSC_sum_tra_sz2_it1

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

34,2,0,96,190,4,8,2,8,112,98,26,150,14,60,0,14,18,94,36,118,76,20,12,6,404,P
24,1,3,20,62,1,15,1,1,34,30,4,34,6,15,0,4,3,19,11,26,10,2,6,5,177,P
51,11,0,143,153,5,75,11,20,153,232,33,99,215,27,0,9,63,40,34,181,42,9,35,101,163,P
2,2,0,3,25,2,29,6,9,13,45,18,30,76,10,0,2,12,15,8,59,8,4,19,44,0,P
10,8,12,10,14,4,48,4,0,18,20,20,14,50,2,0,0,22,6,12,50,8,2,6,38,4,P
0,0,2,4,12,0,16,0,0,6,24,2,10,46,6,0,0,10,0,2,34,4,2,2,34,4,P
9,1,14,8,19,4,22,9,0,10,32,16,10,43,11,0,0,0,2,5,9,4,0,9,24,19,P
49,7,5,77,132,9,61,5,10,120,179,44,66,122,30,0,9,47,42,38,142,39,12,29,61,154,P
54,7,3,111,154,3,53,22,24,119,168,45,101,90,70,0,5,33,38,35,112,42,2,30,78,240,P
16,4,20,29,43,4,48,13,5,34,97,28,36,87,8,0,4,25,14,19,73,16,1,15,68,84,P
36,10,0,66,133,4,61,4,13,85,129,40,56,63,26,0,5,33,20,31,83,18,10,15,84,158,P
15,3,9,39,60,4,23,7,5,46,57,16,44,25,26,0,1,10,10,15,28,18,4,7,25,121,P
23,3,3,22,28,3,31,3,1,41,64,28,26,59,16,0,5,20,24,10,61,8,0,12,37,15,P
26,4,3,63,62,3,32,7,15,88,103,27,54,65,21,1,12,31,26,23,92,17,3,25,75,153,P
16,2,2,48,53,4,70,27,4,18,79,36,34,102,24,0,2,11,0,10,28,14,0,18,77,20,P
20,4,8,50,76,0,68,18,20,74,192,46,48,242,26,0,2,28,14,16,146,20,8,28,88,78,P
13,1,2,17,32,1,24,4,4,42,51,9,24,42,7,0,2,18,16,9,55,8,3,5,8,66,P
4,4,0,38,83,0,8,2,2,38,35,12,33,16,0,0,2,11,14,15,35,11,9,3,7,202,P
13,2,2,35,41,3,32,4,4,34,89,24,49,93,25,0,4,35,18,25,79,17,5,13,62,63,P
40,6,0,48,48,8,90,2,0,32,174,32,32,234,16,0,2,30,6,2,142,4,0,8,112,12,P
11,1,0,6,30,0,11,2,5,12,30,2,15,15,7,0,2,4,12,5,15,2,2,3,2,106,P
25,3,14,21,64,1,23,4,7,60,49,6,33,14,26,0,0,6,18,7,23,21,3,8,10,136,P
47,0,2,77,112,4,45,10,19,129,177,38,77,81,34,2,15,31,45,46,152,27,9,20,68,149,P
0,0,0,2,2,0,4,3,0,0,7,0,0,18,2,0,0,0,0,0,14,0,2,4,12,2,P
9,3,2,29,46,2,32,6,10,36,92,44,18,147,12,0,0,16,10,19,51,9,2,26,85,12,P
14,3,3,49,53,1,31,6,11,70,121,15,45,63,14,0,12,48,27,12,106,6,3,11,24,94,P
40,6,4,71,173,0,28,3,15,112,98,34,95,17,46,1,13,26,50,29,75,36,14,6,9,281,P
22,5,1,32,55,5,47,8,0,38,74,15,48,33,6,0,1,9,6,13,45,12,1,3,56,100,P
10,4,0,17,22,2,26,2,1,12,64,25,15,118,6,0,3,9,6,6,25,5,0,16,54,21,P
43,6,3,34,68,10,48,2,3,82,219,54,59,224,18,0,5,38,23,31,119,25,7,22,127,45,P
11,3,13,7,26,2,7,5,1,13,32,11,11,39,11,0,0,5,4,14,24,9,1,9,26,43,P
21,3,0,48,80,3,51,3,22,89,138,32,66,63,22,1,0,37,37,25,100,17,8,24,75,87,P
1,1,1,12,10,4,7,0,1,6,34,4,3,35,9,0,0,2,1,1,4,2,2,6,28,17,P
22,3,8,37,94,2,5,4,6,68,40,7,72,7,26,0,5,25,27,14,60,16,9,3,2,253,P
14,0,20,14,26,0,15,16,2,11,26,13,30,18,11,0,0,12,7,7,24,5,5,0,10,140,P
7,0,0,36,47,1,13,3,0,23,15,11,25,15,7,0,3,4,11,5,10,10,3,2,5,86,P
10,2,20,31,38,0,35,0,0,30,110,29,56,132,26,0,0,4,6,12,46,13,9,9,60,13,P
48,6,19,97,199,5,79,18,9,74,122,43,70,51,57,2,10,26,21,26,67,30,1,21,104,196,P
12,2,8,13,5,1,18,2,4,13,30,10,3,68,0,0,3,7,2,8,35,6,1,15,25,0,P
42,7,6,131,217,5,91,22,20,175,231,33,135,124,25,2,23,60,45,45,168,38,10,28,125,255,P
28,10,4,113,104,1,55,7,21,105,108,33,69,83,19,1,14,40,27,39,116,14,6,23,80,157,P
0,0,0,2,0,0,1,2,0,1,10,2,1,38,4,0,0,0,0,0,1,0,0,2,19,0,P
102,32,22,208,300,18,148,36,54,354,434,100,212,200,54,2,44,90,92,72,288,70,30,26,196,492,P
12,1,0,10,19,0,14,2,1,10,46,12,7,44,7,0,0,11,1,2,25,2,2,8,33,27,P
17,2,4,37,53,3,41,11,4,48,108,15,39,109,16,0,1,16,17,13,104,10,3,22,77,55,P
31,3,14,31,73,0,42,5,8,50,101,32,43,62,16,1,6,21,12,14,43,4,2,14,51,96,P
21,10,19,34,134,0,42,7,2,52,50,23,46,23,60,0,1,7,8,19,40,33,4,0,9,236,P
24,4,3,29,56,2,8,10,0,33,19,7,30,4,9,0,0,10,15,18,15,15,6,2,0,135,P
44,6,15,69,105,2,56,18,17,126,181,36,117,80,22,0,12,51,57,27,108,21,7,14,65,210,P
9,3,5,17,26,2,8,4,2,26,27,7,24,4,11,0,0,4,7,13,24,7,0,3,9,77,P
28,3,1,3,45,4,39,7,2,23,46,13,23,60,26,0,6,9,6,7,17,13,1,12,28,81,P
31,0,3,18,58,2,19,3,4,43,38,7,46,7,14,0,0,8,19,18,41,12,11,0,0,184,P
56,6,7,89,185,10,58,20,10,155,163,37,142,48,53,2,9,28,48,52,106,64,16,8,21,321,P
18,6,0,48,86,0,36,0,12,80,122,26,50,46,28,0,2,28,26,22,80,24,8,24,68,192,P
4,0,1,4,22,0,6,0,0,8,5,0,8,2,4,0,0,1,0,4,8,5,0,0,0,117,P
0,0,16,0,0,0,0,0,0,5,4,0,1,2,2,0,0,1,0,2,3,0,1,0,0,43,P
13,6,0,14,29,1,31,3,1,22,76,6,19,117,16,0,1,9,3,6,56,8,3,10,43,2,P
23,2,2,43,59,0,26,4,6,79,122,8,34,74,16,0,10,26,49,26,134,9,5,14,23,132,P
13,6,32,14,32,1,35,16,2,19,54,17,15,71,13,0,0,7,5,14,28,12,2,15,28,12,P
26,4,8,39,68,2,64,16,0,33,89,19,37,181,41,0,0,14,10,7,49,6,0,13,72,134,P
12,0,0,25,31,0,14,1,2,24,44,8,12,76,9,0,0,7,10,9,39,8,1,11,24,73,P
19,0,1,15,21,2,24,3,0,5,27,10,15,15,8,0,0,3,3,6,9,5,0,5,22,60,P
51,15,11,140,176,5,93,13,34,219,274,61,128,127,50,0,24,51,82,55,232,49,20,42,138,221,P
62,6,9,68,126,2,73,7,12,147,161,41,76,93,26,0,5,31,30,38,101,34,7,30,106,203,P
