@relation 7yesSC_sum_tra_sz1_it1

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

12,5,4,83,79,3,26,0,18,109,92,15,50,65,14,0,0,21,27,19,75,21,9,12,61,152,P
28,3,2,17,37,0,9,2,0,44,27,6,31,7,28,0,0,8,17,4,32,12,6,3,1,137,P
2,0,0,14,24,0,2,2,0,8,14,6,6,14,2,0,0,12,6,10,24,6,2,2,0,96,P
9,5,2,29,36,8,49,5,2,17,113,29,22,201,22,0,0,12,2,5,96,11,0,13,99,8,P
22,6,8,52,104,4,40,8,16,46,84,32,38,192,20,0,0,4,4,8,62,12,2,24,88,112,P
19,4,7,22,40,0,15,2,13,56,81,11,29,50,8,0,7,18,9,12,26,11,3,17,42,121,P
100,24,5,111,263,6,87,12,31,194,206,79,139,69,30,4,26,60,42,41,165,52,7,22,81,377,P
4,0,6,7,11,0,15,1,2,10,50,6,21,48,5,0,4,8,5,7,18,5,2,9,30,23,P
12,2,1,13,21,1,10,1,4,36,37,5,19,31,7,0,1,5,4,16,34,2,2,4,15,68,P
2,2,0,2,4,0,0,1,0,3,3,1,0,1,7,0,1,0,3,3,6,2,0,3,0,93,P
16,3,0,27,42,0,49,9,2,17,103,28,21,116,7,0,1,20,12,13,54,6,3,15,100,29,P
16,3,6,32,48,2,20,10,7,16,69,11,13,59,17,0,0,8,11,12,63,16,1,7,44,63,P
7,0,3,0,19,1,3,6,2,11,13,4,14,4,10,0,5,11,11,5,30,5,3,0,0,99,P
17,4,7,50,60,0,39,4,11,72,124,22,35,92,22,0,2,22,26,6,110,9,6,15,34,107,P
45,12,5,71,134,6,52,15,10,97,131,28,73,63,29,0,12,38,66,25,152,18,10,18,43,194,P
23,5,2,56,56,3,36,6,13,58,65,12,29,45,20,0,1,18,18,11,18,10,5,6,61,60,P
20,7,15,25,46,3,36,11,7,50,94,20,26,103,14,0,3,17,15,29,62,12,4,13,66,85,P
1,0,13,2,7,0,7,9,0,10,10,2,4,2,7,0,0,2,3,2,8,5,1,3,0,51,P
11,3,6,20,27,2,42,2,10,30,74,8,19,91,7,0,8,18,11,16,65,9,3,14,61,28,P
