@relation 8noSC_sum_tra_sz3_it2

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

6,10,9,3,28,5,63,6,0,2,32,24,25,147,89,0,0,0,0,1,4,9,2,8,34,23,P
38,10,12,5,65,17,100,30,0,10,31,28,35,230,175,0,0,0,2,1,23,15,7,19,29,44,P
23,20,3,2,43,7,69,15,0,12,21,30,35,146,142,0,0,1,4,1,23,26,5,14,18,35,P
59,42,38,14,181,4,26,46,0,9,16,26,86,10,555,0,0,0,1,1,13,29,10,20,5,150,P
2,0,1,0,11,4,10,1,0,0,4,0,7,10,91,0,0,2,0,0,0,4,0,1,0,20,P
22,12,32,0,36,4,36,26,0,0,6,8,22,106,144,0,0,2,4,2,16,12,2,8,22,44,P
40,20,27,21,95,24,89,10,0,8,21,32,51,136,238,0,0,3,8,6,25,28,5,19,42,71,P
2,0,12,1,9,0,28,14,0,0,6,10,6,124,49,0,0,0,0,1,6,4,0,5,12,3,P
9,4,14,3,12,2,54,5,0,0,16,4,18,100,31,0,0,0,0,0,4,8,0,3,24,17,P
3,9,33,2,43,6,86,16,0,5,33,16,29,177,93,0,0,2,5,0,20,9,5,19,25,28,P
42,24,29,10,85,11,77,29,0,0,27,28,26,129,192,0,0,1,2,0,11,10,0,33,41,45,P
17,3,6,5,32,2,8,2,0,8,10,8,21,9,178,0,0,0,0,1,1,10,1,6,2,18,P
54,41,14,12,113,16,97,21,2,17,32,22,56,200,318,0,0,3,4,3,25,27,7,15,53,155,P
4,10,22,0,13,4,62,10,0,0,16,19,20,241,22,0,0,0,2,0,8,6,2,6,28,17,P
12,12,0,0,18,0,32,10,0,6,4,22,20,146,72,0,0,2,0,2,6,2,0,8,12,24,P
27,2,17,1,41,2,10,2,0,0,14,10,33,8,180,0,0,0,0,0,2,4,0,2,0,21,P
12,4,8,0,26,3,55,7,0,4,24,25,33,108,90,0,0,0,0,3,9,12,2,16,23,37,P
2,0,17,2,8,0,15,6,0,2,0,8,7,61,27,0,0,0,0,1,4,2,0,6,10,10,P
28,20,31,6,65,12,106,35,0,1,8,33,37,134,295,0,0,0,0,3,10,9,3,19,40,65,P
13,12,16,7,36,12,55,16,0,3,14,16,7,124,90,0,0,0,1,1,4,3,2,9,31,29,P
7,6,8,4,38,11,45,11,0,5,24,17,20,91,115,0,0,1,8,3,24,11,6,10,16,29,P
23,19,22,12,63,15,75,29,0,2,17,14,13,158,139,0,0,0,0,4,5,6,1,13,41,29,P
24,8,18,4,40,8,88,12,0,6,28,34,42,206,86,0,0,2,2,0,12,4,4,10,56,36,P
13,9,29,2,28,7,43,12,0,4,22,8,24,69,108,0,0,0,0,0,6,4,2,2,15,26,P
2,1,4,0,2,2,7,5,0,0,2,1,4,36,14,0,0,0,0,0,0,0,0,0,4,24,P
7,1,20,2,32,8,66,20,0,4,5,6,20,150,89,0,0,0,0,0,10,10,2,12,55,23,P
4,2,37,1,18,1,24,14,0,2,9,11,6,29,103,0,0,3,3,2,3,15,2,6,9,23,P
21,1,12,0,51,1,15,9,0,0,7,0,22,8,146,0,0,0,0,0,2,2,0,4,0,34,P
6,11,29,3,28,11,69,20,0,14,19,22,19,156,91,0,0,2,0,4,16,6,1,15,34,15,P
23,11,22,4,72,5,29,16,0,13,30,12,77,18,268,0,0,0,2,1,5,19,8,2,4,57,P
12,4,13,4,61,3,10,16,0,2,6,0,26,24,173,0,0,0,0,0,0,4,0,2,0,28,P
6,3,9,1,41,12,91,24,0,6,23,17,20,269,28,0,0,0,0,0,3,6,2,7,27,10,P
22,18,32,4,44,7,69,14,0,2,9,35,22,118,150,0,0,0,0,2,2,12,2,6,39,27,P
4,3,12,0,4,0,14,8,0,0,2,5,5,41,40,0,0,0,0,1,0,1,0,7,14,10,P
32,9,28,6,62,13,86,23,0,8,38,37,41,159,130,0,0,1,10,3,18,33,4,12,16,55,P
1,0,1,0,5,2,36,2,0,2,8,15,6,158,15,0,0,0,0,1,2,2,0,1,16,6,P
7,8,7,0,7,4,28,11,0,3,10,9,10,122,39,0,0,0,0,0,2,4,0,10,18,14,P
44,24,24,14,94,16,48,20,0,10,30,20,36,144,246,0,2,2,10,2,18,8,4,8,24,52,P
5,4,5,2,24,10,62,13,0,0,12,10,11,114,22,0,0,0,2,0,14,1,4,9,11,6,P
16,6,11,1,29,9,60,22,0,5,41,21,39,155,83,0,0,2,2,2,20,20,7,17,39,75,P
27,18,13,3,60,11,72,13,0,11,28,27,39,111,171,0,0,3,6,0,9,24,6,9,20,33,P
26,25,9,11,82,21,100,13,0,2,45,28,33,148,157,0,0,0,2,2,13,15,5,26,54,55,P
37,31,43,5,51,15,75,28,0,8,35,30,29,195,128,0,0,0,0,1,13,17,4,12,40,33,P
2,0,8,0,4,2,17,8,0,0,1,0,1,33,10,0,0,0,0,0,0,2,0,2,5,9,P
59,86,82,4,117,26,203,113,0,6,31,54,47,234,469,0,0,1,2,7,7,12,5,23,54,138,P
12,6,18,4,18,6,22,0,0,6,28,6,18,78,6,0,0,6,6,2,36,16,2,14,56,12,P
36,16,21,10,57,14,109,33,0,10,20,16,30,143,129,0,0,0,0,0,4,8,4,7,53,27,P
6,26,6,0,20,4,66,12,0,0,10,2,20,164,28,0,0,0,0,4,12,4,0,6,46,6,P
9,4,8,1,17,5,33,13,0,3,5,12,9,75,37,0,0,0,0,2,6,4,1,3,15,14,P
55,41,37,10,139,23,142,44,0,14,68,38,80,209,411,0,0,5,1,7,15,34,9,28,35,101,P
36,24,45,16,82,18,98,20,2,26,54,44,60,205,272,0,0,0,4,5,30,23,7,23,45,50,P
17,8,8,5,66,6,55,2,0,7,31,25,30,140,168,0,0,0,8,0,14,18,8,8,12,26,P
0,0,12,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,1,0,7,P
12,11,2,5,32,10,197,13,0,19,39,28,25,527,39,0,0,0,0,6,37,10,5,27,42,16,P
35,21,23,3,71,17,134,25,0,2,41,32,36,293,153,0,0,0,4,0,28,5,1,22,42,48,P
4,4,6,0,8,0,17,13,0,0,2,4,4,77,63,0,0,0,0,0,0,4,0,12,13,35,P
