@relation 8noSC_sum_tra_sz2_it2

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

8,4,33,0,12,9,40,9,0,3,10,10,9,123,35,0,0,0,1,2,12,4,0,12,27,9,P
51,23,10,15,48,11,86,7,1,6,39,32,26,124,193,0,0,0,0,0,12,9,2,12,25,42,P
39,36,42,9,77,14,71,33,0,10,48,32,52,192,279,0,0,7,8,14,41,37,10,36,40,57,P
0,2,4,0,9,0,39,4,0,2,17,5,8,188,6,0,0,4,4,2,16,2,3,9,29,2,P
12,24,16,0,13,12,79,11,0,14,19,33,32,185,35,0,0,0,0,0,7,4,0,7,32,15,P
20,12,18,0,40,9,83,24,0,1,24,27,30,238,124,0,0,0,2,0,26,22,7,10,32,47,P
1,0,19,1,3,0,2,0,0,0,2,2,0,0,41,0,0,0,0,0,0,0,0,0,0,14,P
36,2,5,6,63,0,10,8,0,10,20,14,56,0,158,0,0,0,0,0,0,13,4,0,0,10,P
11,0,0,0,10,0,17,7,0,0,8,13,15,64,57,0,0,0,0,1,15,7,0,7,9,27,P
22,17,21,6,53,7,31,8,0,4,7,8,15,23,180,0,0,0,0,0,1,11,1,5,1,93,P
29,11,18,17,94,16,95,16,0,11,56,35,55,160,156,0,0,0,0,3,21,21,8,17,37,33,P
9,10,27,0,26,4,33,8,0,1,8,11,17,62,81,0,0,0,0,0,3,5,1,6,17,19,P
1,2,15,0,6,3,32,9,0,1,3,7,1,70,13,0,0,0,0,0,4,0,0,3,24,2,P
8,5,27,1,35,1,25,7,0,2,8,10,11,29,107,0,0,1,1,1,5,10,0,5,7,19,P
4,0,28,6,14,8,74,18,0,6,32,24,24,166,30,0,0,0,0,10,66,4,6,8,52,10,P
3,1,8,0,3,0,2,8,0,0,1,0,1,1,50,0,0,0,0,0,0,0,0,0,0,16,P
22,20,10,5,52,5,80,11,0,7,25,20,29,135,138,0,0,1,7,0,11,15,0,15,29,44,P
21,19,24,3,60,13,60,12,0,10,31,10,49,101,127,0,0,1,0,1,11,13,0,3,17,45,P
23,9,4,13,58,9,60,8,0,8,20,30,43,106,140,0,0,0,0,4,3,3,1,7,25,31,P
2,0,1,2,12,0,17,8,0,3,5,3,10,68,37,0,0,1,1,0,4,15,2,2,10,22,P
8,1,30,0,19,8,82,14,0,0,17,21,20,163,35,0,0,0,2,4,8,11,6,11,26,14,P
10,7,21,0,34,3,8,13,0,1,5,6,23,6,162,0,0,0,1,1,2,8,1,2,0,34,P
57,45,32,12,72,15,84,23,2,3,30,26,48,133,339,0,0,1,1,4,12,25,4,21,35,75,P
12,13,4,16,65,15,80,10,0,9,51,13,28,156,127,0,0,0,0,6,25,5,4,17,37,27,P
23,27,16,4,61,12,87,22,0,2,34,25,21,317,83,0,0,2,3,6,26,18,1,22,74,29,P
4,1,4,0,3,0,38,12,0,2,7,10,8,124,4,0,0,0,0,0,2,0,0,6,18,4,P
2,9,8,0,11,15,129,19,0,0,9,10,6,294,20,0,0,0,2,0,8,5,0,8,28,8,P
4,2,24,0,12,6,36,7,0,1,9,5,8,52,45,0,0,0,0,1,5,4,1,1,12,16,P
11,15,30,0,39,11,52,12,0,2,15,19,26,113,136,0,0,0,0,0,5,8,0,9,32,34,P
14,8,11,3,27,4,30,10,0,6,17,16,19,138,115,0,0,0,0,0,5,6,2,10,30,13,P
15,8,13,0,26,16,67,13,0,1,27,32,26,220,52,0,0,0,4,10,22,5,4,22,42,8,P
7,12,1,4,20,1,27,12,0,1,9,8,9,71,116,0,0,0,2,2,8,2,2,9,11,37,P
9,6,0,1,17,5,30,3,0,1,10,12,9,153,60,0,0,0,0,0,3,1,1,5,9,9,P
0,2,3,1,7,4,36,2,0,1,4,7,6,122,19,0,0,0,0,0,2,2,0,6,14,4,P
39,63,31,5,90,9,109,18,0,14,30,27,50,169,214,0,0,0,2,4,22,25,3,21,24,42,P
