@relation 7yesSC_sum_tra_sz3_it2

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

10,2,26,20,32,6,44,14,2,14,53,18,15,68,6,2,2,16,7,4,38,12,2,9,34,6,P
20,0,0,19,36,0,42,5,3,29,90,18,13,133,17,0,2,9,8,9,60,12,6,31,54,79,P
48,22,31,66,127,8,154,45,11,60,204,89,83,275,30,4,14,41,31,27,155,28,8,27,138,30,P
3,2,0,6,11,0,7,1,0,10,35,0,6,40,2,0,0,2,2,4,15,2,0,1,25,21,P
27,7,4,74,108,2,50,10,3,53,159,25,72,100,29,1,4,25,42,38,107,29,2,24,100,102,P
45,6,3,132,154,2,83,14,28,187,233,54,115,104,22,2,10,41,60,46,186,35,12,37,102,267,P
32,2,4,47,78,6,31,3,10,42,77,11,27,27,22,1,1,15,12,8,43,16,3,10,43,137,P
23,2,7,26,71,2,23,7,5,51,51,8,55,14,29,0,5,11,43,19,43,22,6,2,6,208,P
13,5,3,18,31,6,25,6,2,40,57,29,44,61,20,0,0,6,4,4,51,11,4,17,37,57,P
84,20,24,134,292,16,46,12,4,190,138,36,178,22,76,0,10,14,66,44,100,56,12,10,4,564,P
17,2,4,18,14,1,14,4,3,14,82,22,5,111,6,0,0,16,4,11,56,12,4,29,72,6,P
8,3,2,23,33,1,30,0,10,43,44,20,23,51,18,0,6,13,12,12,25,6,3,14,32,39,P
3,0,0,3,10,1,24,2,0,24,70,11,16,120,2,0,0,14,3,4,42,12,2,10,43,28,P
11,3,2,8,21,5,27,5,3,31,96,31,19,177,16,0,2,20,11,9,89,12,4,12,60,15,P
11,0,12,24,17,2,26,6,3,23,76,19,30,55,19,0,5,18,9,9,64,15,2,8,78,6,P
6,0,1,12,12,0,12,0,1,11,26,7,3,28,0,0,0,2,0,5,6,6,0,3,23,17,P
4,2,0,5,8,0,8,0,1,6,30,5,9,58,8,0,0,4,0,4,9,1,0,12,34,11,P
19,7,5,61,87,6,38,7,49,178,147,25,106,68,14,2,38,120,79,72,164,38,16,46,92,86,P
13,2,2,6,14,2,17,2,11,21,55,8,19,38,13,2,4,30,12,13,78,7,4,6,30,31,P
6,1,2,18,19,2,26,7,3,19,58,10,13,56,5,0,5,16,13,7,51,6,2,11,34,12,P
46,9,3,74,132,3,70,15,14,83,150,36,75,82,32,0,12,39,30,24,107,32,9,19,90,136,P
15,2,7,50,76,4,38,8,9,47,159,37,34,108,15,0,7,15,27,17,116,11,4,34,88,78,P
11,3,4,40,75,0,11,6,4,47,46,7,50,15,6,0,6,20,14,8,31,8,0,2,5,170,P
130,39,5,173,336,12,148,22,19,202,366,136,179,209,97,0,15,52,78,123,252,99,27,51,187,535,P
13,0,0,16,13,3,16,0,3,11,58,12,11,83,1,0,6,18,7,9,29,0,0,18,60,14,P
0,0,10,14,4,0,2,2,0,3,32,2,0,34,4,0,0,4,0,2,11,2,0,6,31,12,P
30,1,0,51,51,4,35,3,0,66,114,19,35,94,5,3,7,22,31,17,95,18,11,7,36,120,P
20,3,2,76,83,5,34,8,9,90,95,27,61,74,29,0,4,39,31,14,93,22,13,14,53,137,P
42,0,4,27,70,0,56,18,0,30,86,22,25,187,42,0,4,19,8,8,51,10,6,18,77,125,P
29,0,0,40,78,2,59,11,7,63,87,29,41,60,15,0,4,15,18,20,85,8,4,20,49,120,P
24,4,14,20,35,1,44,11,8,27,79,31,20,124,19,0,2,10,3,8,48,9,1,22,60,15,P
19,1,6,78,64,2,30,4,31,73,96,27,39,52,22,2,7,25,13,7,94,15,2,12,68,168,P
30,14,0,64,134,2,66,4,12,86,170,38,106,70,40,0,10,38,44,26,94,26,16,16,76,220,P
20,3,0,24,36,3,23,7,4,30,108,11,24,118,9,0,3,6,5,8,57,9,1,18,52,9,P
11,2,13,9,17,0,24,2,0,4,37,7,4,56,6,0,0,3,0,1,17,3,0,4,58,8,P
0,0,1,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,124,P
20,10,2,52,57,0,20,5,6,55,109,17,21,94,12,0,4,22,21,16,93,6,11,10,28,106,P
25,6,5,34,60,4,45,9,3,49,85,25,54,44,19,0,4,16,22,17,52,15,9,7,19,105,P
12,1,0,18,23,0,16,0,6,44,87,7,24,55,13,0,2,16,7,3,61,19,7,10,46,60,P
7,2,2,21,26,1,19,4,2,12,56,16,17,80,5,0,2,13,4,6,29,5,0,12,46,5,P
44,24,4,78,160,10,84,6,6,114,126,46,118,66,52,0,12,28,48,38,112,42,16,32,46,222,P
29,1,3,94,181,12,50,2,20,198,208,40,153,128,76,1,29,56,70,44,149,26,7,31,59,267,P
13,3,0,40,68,0,9,3,3,40,24,4,46,3,45,0,0,1,13,1,17,12,8,0,0,141,P
