@relation 7yesSC_con_tra_sz1_it1

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute RCC27 numeric
@attribute RCC28 numeric
@attribute RCC29 numeric
@attribute RCC30 numeric
@attribute RCC31 numeric
@attribute RCC32 numeric
@attribute RCC33 numeric
@attribute RCC34 numeric
@attribute RCC35 numeric
@attribute RCC36 numeric
@attribute RCC37 numeric
@attribute RCC38 numeric
@attribute RCC39 numeric
@attribute RCC40 numeric
@attribute RCC41 numeric
@attribute RCC42 numeric
@attribute RCC43 numeric
@attribute RCC44 numeric
@attribute RCC45 numeric
@attribute RCC46 numeric
@attribute RCC47 numeric
@attribute RCC48 numeric
@attribute RCC49 numeric
@attribute RCC50 numeric
@attribute RCC51 numeric
@attribute RCC52 numeric
@attribute Class {P,N}

@data

1,0,4,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,4,0,4,4,4,0,1,1,1,4,5,1,2,10,3,0,0,1,4,3,10,2,1,3,5,26,P
15,2,4,71,75,2,27,6,17,86,137,17,57,70,20,1,12,32,41,23,111,24,10,20,62,131,19,2,5,68,72,2,19,5,12,92,149,19,58,69,15,1,13,31,35,26,116,27,8,18,61,132,P
10,2,12,5,18,2,39,9,0,28,47,26,13,49,9,0,3,10,9,3,54,3,2,10,43,0,8,1,13,5,16,3,37,9,0,28,55,19,13,58,6,0,3,11,10,6,58,5,4,8,39,0,P
12,8,3,17,30,1,28,5,1,21,71,27,14,54,12,0,1,9,4,6,36,7,1,10,28,39,1,0,8,4,7,1,6,7,1,2,20,8,7,44,2,0,0,6,1,1,19,0,0,4,20,1,P
18,5,3,24,65,1,11,7,3,27,35,4,20,7,15,0,0,0,9,5,16,9,0,2,4,120,21,1,3,25,61,1,6,4,1,28,30,2,20,11,18,0,1,0,5,6,18,10,2,3,3,118,P
7,0,0,33,31,1,15,1,6,26,44,11,17,23,12,0,5,9,14,16,44,3,2,8,27,75,11,0,0,30,27,0,21,2,5,26,50,14,14,22,12,0,6,8,15,13,37,5,2,7,27,76,P
22,2,4,31,53,6,49,11,7,63,127,32,39,119,15,0,3,29,14,31,71,13,8,15,71,71,26,2,4,29,50,6,48,11,6,58,125,34,41,123,16,0,3,29,15,29,75,12,8,11,71,71,P
2,1,2,4,7,0,16,1,0,3,19,7,3,59,5,0,0,2,2,0,23,2,0,2,14,3,0,1,2,2,4,0,11,3,1,4,24,6,3,57,5,0,0,1,1,0,29,2,0,3,19,2,P
12,2,0,15,15,1,28,5,0,10,39,13,11,63,5,0,1,7,5,5,26,6,1,10,46,9,14,2,0,10,15,1,21,4,0,12,47,16,14,62,3,0,1,5,5,1,26,5,1,8,49,13,P
14,5,8,23,27,1,23,4,10,19,47,11,16,84,6,0,3,5,10,6,41,13,4,12,39,51,16,4,7,30,32,2,31,5,9,15,52,12,14,79,4,0,3,6,6,8,35,13,2,12,40,52,P
9,2,2,17,43,1,15,3,2,23,12,2,30,9,2,0,0,3,3,6,14,1,3,0,0,102,10,1,2,16,42,1,17,3,2,24,12,2,26,9,3,0,0,3,6,7,13,1,3,0,0,98,P
3,2,1,7,13,2,15,2,6,15,48,13,8,57,5,0,0,5,1,5,26,3,0,7,31,16,5,2,1,12,13,2,17,2,4,13,52,14,8,54,5,0,0,5,1,5,28,3,0,7,32,16,P
4,3,0,15,22,1,13,1,3,16,24,7,13,27,9,0,5,8,8,4,23,9,2,3,9,37,4,2,0,16,21,1,12,1,4,16,28,6,14,24,7,0,2,7,6,4,25,8,1,4,9,40,P
9,1,1,7,10,1,12,1,1,7,20,8,11,23,9,0,0,5,5,2,12,9,2,3,14,17,7,1,1,9,12,1,7,3,0,5,21,4,11,25,9,0,0,3,5,4,17,6,2,2,14,17,P
12,2,3,21,25,2,14,2,4,16,42,12,10,40,10,0,0,8,1,6,26,3,2,3,21,26,16,3,3,15,23,1,13,3,0,9,37,14,9,32,4,1,2,2,3,4,14,7,0,5,31,25,P
5,1,2,17,15,2,26,2,0,9,56,10,13,54,3,0,0,10,5,8,37,6,1,9,52,12,8,0,1,17,20,1,25,1,0,9,53,11,13,58,3,0,0,11,5,7,36,6,1,9,49,12,P
22,4,5,69,72,4,35,3,15,101,131,28,77,72,22,1,11,38,26,27,96,32,8,18,59,121,23,2,4,79,75,4,36,4,14,109,123,29,87,73,23,0,11,41,24,23,104,31,7,25,63,125,P
11,4,1,24,30,1,11,3,1,33,56,5,12,44,7,0,2,7,5,6,44,1,3,4,15,54,14,2,2,25,18,1,9,1,7,51,70,11,19,46,5,0,6,10,14,4,40,7,2,7,20,57,P
10,2,6,15,40,0,23,2,5,22,50,15,21,30,8,1,4,13,6,6,24,2,1,7,29,50,12,2,6,12,42,1,24,2,4,21,51,11,20,30,8,1,4,15,6,6,26,2,1,8,25,50,P
32,6,10,29,49,1,60,21,3,27,96,24,26,113,16,0,1,20,10,12,72,8,2,14,67,27,32,6,10,29,49,1,60,21,3,27,96,24,26,113,16,0,1,20,10,12,72,8,2,14,67,27,P
18,2,1,15,22,1,13,3,2,3,22,7,12,22,6,0,1,1,3,6,9,8,1,4,26,28,18,2,1,15,22,1,13,3,2,3,22,7,12,22,6,0,1,1,3,6,9,8,1,4,26,28,P
8,0,2,11,43,0,8,2,4,26,29,6,24,3,5,0,1,6,11,9,16,2,6,1,1,92,9,0,2,11,39,0,8,2,3,22,25,5,21,4,6,0,2,7,13,10,22,6,6,2,1,91,P
7,3,2,34,29,2,12,1,9,36,53,11,24,42,5,0,8,17,10,5,42,4,3,7,19,57,10,1,2,34,34,4,26,1,5,29,59,9,11,54,8,0,2,11,17,0,47,4,4,7,18,49,P
17,0,0,41,48,1,11,5,3,30,52,15,27,24,15,1,5,21,8,10,55,14,6,8,27,68,18,1,0,44,44,1,13,4,3,29,48,17,32,27,15,1,4,21,7,8,54,13,5,8,26,70,P
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,P
2,2,1,2,2,0,5,2,0,8,26,4,2,66,7,0,0,1,2,2,11,0,0,10,19,47,1,1,3,1,5,0,3,1,0,4,5,2,2,1,10,0,0,0,4,4,4,7,3,0,0,30,P
9,3,2,32,45,1,23,2,5,35,48,10,31,33,12,0,3,11,8,7,27,8,5,7,29,74,9,1,2,32,46,1,18,1,6,24,41,11,33,31,9,1,2,11,7,5,30,6,6,7,33,78,P
5,0,4,15,16,1,20,4,0,14,58,15,11,109,11,0,0,1,1,2,45,8,0,7,50,5,9,1,3,13,14,3,23,4,0,13,55,11,8,106,13,0,0,4,1,1,44,5,1,7,49,4,P
0,0,1,0,1,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,3,0,0,0,11,12,5,7,21,44,1,39,4,4,41,60,26,54,27,25,0,1,18,22,21,52,16,11,4,19,156,P
4,2,8,32,37,1,9,3,0,32,32,3,22,5,4,0,4,6,9,4,15,4,3,1,1,90,7,2,5,24,29,1,6,5,2,38,33,3,24,6,5,0,4,5,9,5,12,3,3,1,1,89,P
12,1,5,28,34,2,18,6,11,55,58,9,26,44,14,2,8,19,11,9,48,18,6,7,52,58,12,6,7,34,39,1,18,3,10,63,70,8,30,49,15,1,7,11,19,13,46,16,5,10,42,63,P
42,12,5,21,121,3,25,15,4,37,42,19,64,13,71,0,0,6,15,8,17,44,6,4,1,169,0,1,2,0,1,1,0,2,0,0,3,2,4,2,12,0,0,0,0,0,1,0,0,0,0,59,P
2,0,0,14,20,2,7,0,7,20,25,5,15,13,3,0,3,4,6,3,15,0,1,2,20,41,2,1,4,11,17,1,12,0,6,32,16,6,13,12,2,1,4,6,2,2,16,0,0,1,15,42,P
13,1,2,30,40,1,31,3,10,40,57,11,31,41,9,0,2,15,10,11,34,12,1,8,33,47,8,3,1,33,42,0,26,3,8,33,57,11,24,41,9,0,3,16,11,14,34,10,1,7,33,55,P
8,2,0,22,27,1,20,2,8,36,72,7,22,60,5,1,6,7,15,3,36,9,4,7,15,44,15,3,0,22,22,0,13,3,1,29,54,3,15,48,6,0,1,8,7,5,42,4,3,6,13,51,P
23,2,2,32,44,1,23,3,6,59,82,22,36,37,8,0,5,11,22,15,64,19,5,15,40,96,18,2,1,34,49,1,23,3,7,60,82,24,31,33,6,0,7,17,23,15,63,17,5,17,42,93,P
40,12,9,41,113,5,27,6,2,77,70,16,83,10,30,0,4,4,22,12,50,17,3,12,5,312,40,12,9,41,113,5,27,6,2,77,70,16,83,10,30,0,4,4,22,12,50,17,3,12,5,312,P
7,1,9,6,25,0,10,5,0,7,12,4,6,13,4,0,0,3,2,4,15,7,1,2,5,74,16,3,10,14,30,2,32,3,5,35,81,25,15,84,10,0,5,20,13,16,51,3,0,13,61,9,P
11,3,1,8,27,2,4,2,1,23,11,1,21,5,12,0,0,3,8,4,9,6,2,4,0,70,12,3,1,17,29,0,5,1,1,18,11,3,21,4,15,0,0,2,4,2,9,5,2,3,0,68,P
22,3,1,41,58,0,31,0,5,51,82,19,25,63,5,1,5,15,21,19,64,12,3,9,48,124,28,6,0,28,52,1,38,3,6,53,84,21,30,64,9,0,5,11,15,19,73,8,2,9,43,118,P
5,0,0,2,10,1,2,0,1,7,19,4,6,18,6,0,0,1,4,2,4,4,0,7,11,25,4,0,0,3,11,1,2,0,0,6,18,4,6,18,6,0,0,2,4,2,4,4,0,7,11,25,P
10,1,2,29,53,4,43,2,9,87,169,26,53,120,7,0,13,44,15,28,132,10,6,19,70,4,9,2,3,32,53,3,39,1,10,84,162,26,52,118,7,0,9,52,16,23,126,9,6,15,71,4,P
11,4,2,25,34,4,35,7,4,36,83,17,33,74,18,1,6,17,15,17,73,6,5,20,48,20,12,2,3,26,40,4,33,7,5,33,82,18,29,73,18,1,6,17,15,17,76,6,5,20,47,20,P
9,5,0,25,36,0,18,2,8,56,73,19,38,28,9,1,3,20,16,10,47,5,4,13,42,46,9,1,1,27,45,1,15,1,12,38,75,18,31,28,7,1,8,22,20,11,58,12,2,12,40,40,P
24,7,3,30,34,2,40,7,4,51,103,22,45,99,14,1,6,36,30,23,96,19,1,16,67,34,22,7,4,31,39,2,40,7,7,56,112,21,42,103,16,0,4,34,27,23,92,17,1,14,66,33,P
14,6,6,17,46,3,38,5,4,43,59,24,41,29,25,0,0,21,21,28,46,11,7,10,22,144,0,0,1,0,1,0,0,0,0,0,0,1,1,1,11,0,0,0,0,0,0,0,0,0,0,13,P
22,12,2,39,66,4,40,5,4,46,109,29,47,77,19,0,2,20,22,19,70,16,7,8,48,51,27,12,1,37,63,3,42,6,4,47,102,25,47,72,19,0,2,22,19,15,71,14,7,9,49,50,P
6,1,1,36,37,0,19,3,11,34,57,11,20,36,7,0,3,14,10,12,43,4,7,13,36,45,3,2,1,41,40,0,22,5,4,32,59,8,28,35,7,0,5,14,11,12,50,5,3,9,31,49,P
