@relation 7yesSC_sum_tra_sz1_it3

@attribute RCC1 numeric
@attribute RCC2 numeric
@attribute RCC3 numeric
@attribute RCC4 numeric
@attribute RCC5 numeric
@attribute RCC6 numeric
@attribute RCC7 numeric
@attribute RCC8 numeric
@attribute RCC9 numeric
@attribute RCC10 numeric
@attribute RCC11 numeric
@attribute RCC12 numeric
@attribute RCC13 numeric
@attribute RCC14 numeric
@attribute RCC15 numeric
@attribute RCC16 numeric
@attribute RCC17 numeric
@attribute RCC18 numeric
@attribute RCC19 numeric
@attribute RCC20 numeric
@attribute RCC21 numeric
@attribute RCC22 numeric
@attribute RCC23 numeric
@attribute RCC24 numeric
@attribute RCC25 numeric
@attribute RCC26 numeric
@attribute Class {P,N}

@data

38,4,2,72,138,3,46,4,28,161,138,44,109,77,44,0,14,40,54,36,138,22,22,12,46,297,P
9,2,2,8,20,0,17,2,2,17,39,11,7,69,7,0,1,2,1,2,20,8,2,16,31,45,P
19,4,2,26,77,1,20,3,7,48,42,12,40,17,11,0,3,10,21,21,37,6,16,4,4,202,P
23,2,0,51,122,0,4,2,7,77,32,6,55,4,28,0,6,15,15,16,34,18,0,0,0,407,P
13,0,0,20,36,2,32,2,6,39,92,24,23,94,19,0,0,26,14,8,71,22,5,23,47,30,P
11,2,0,12,15,0,5,0,1,15,22,0,16,6,12,0,5,6,9,8,16,3,1,4,0,85,P
7,1,4,11,20,0,8,2,3,20,17,6,17,3,11,0,0,1,2,4,5,2,0,0,4,93,P
30,2,4,40,79,0,24,6,4,39,52,25,23,51,21,0,3,9,13,16,61,8,5,11,40,104,P
24,5,0,46,67,1,46,6,7,80,161,44,53,91,16,0,5,29,15,28,109,8,3,25,73,22,P
22,4,12,40,58,4,72,6,10,60,226,36,48,484,6,2,12,76,14,26,212,24,10,46,102,12,P
6,2,7,19,43,2,21,3,2,35,44,9,31,34,7,0,7,13,16,16,43,11,3,7,20,84,P
30,5,15,39,69,3,30,11,8,59,93,21,42,86,21,0,7,26,18,14,66,7,3,10,57,86,P
1,1,3,0,3,0,4,3,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,1,14,P
2,4,4,8,18,4,15,3,4,15,12,4,11,48,17,0,1,0,2,5,8,9,0,3,17,41,P
18,10,3,53,56,0,16,5,8,58,71,15,31,72,27,2,7,17,14,13,44,22,5,8,33,95,P
26,4,2,54,61,3,50,6,3,45,88,17,37,85,3,0,2,20,22,17,91,13,2,1,36,126,P
16,5,3,46,55,3,29,3,18,70,124,15,46,91,9,1,14,27,28,7,82,12,7,13,35,101,P
10,4,12,8,13,0,25,2,0,4,29,9,4,65,6,0,0,4,0,2,18,3,0,4,53,5,P
23,3,4,98,129,1,32,8,16,94,137,30,89,73,25,0,9,31,29,25,71,15,8,17,62,180,P
11,0,1,16,34,0,4,1,2,24,27,7,23,23,11,0,1,7,9,11,17,14,5,6,5,80,P
26,6,10,67,62,2,39,12,14,105,81,20,55,40,16,0,5,24,21,16,76,16,9,15,56,159,P
12,1,7,23,64,3,14,14,0,24,34,4,28,16,5,0,0,9,17,17,23,10,8,1,2,174,P
34,7,7,38,59,4,41,7,7,44,67,32,32,67,23,0,1,15,9,18,41,15,5,6,41,114,P
32,10,0,44,76,4,58,10,4,54,98,32,46,62,30,0,2,14,2,10,42,18,4,16,46,106,P
31,11,2,29,77,7,56,14,7,58,105,16,61,142,44,0,10,20,20,16,110,22,9,16,54,98,P
39,1,1,39,74,0,43,5,12,65,129,34,48,47,9,0,1,18,12,24,67,25,2,31,69,133,P
19,5,6,45,70,4,45,16,6,29,77,18,23,123,11,0,1,20,10,22,87,19,1,24,77,83,P
31,4,2,80,102,0,39,10,7,74,87,24,69,65,34,1,6,26,20,22,84,18,12,16,49,138,P
9,1,5,10,20,1,22,12,4,26,53,6,17,55,12,0,3,10,18,12,42,9,4,8,23,68,P
15,8,3,47,110,6,69,23,6,77,102,40,79,50,96,0,2,34,47,38,97,31,24,17,43,242,P
30,0,6,42,64,4,40,12,16,80,96,30,54,54,26,2,22,26,26,28,76,30,14,14,48,112,P
26,2,0,55,55,0,48,1,6,104,109,6,64,88,19,0,10,25,35,21,88,6,9,16,30,124,P
11,1,0,39,82,0,10,6,7,51,28,12,45,11,4,0,0,8,17,20,35,6,2,4,4,191,P
75,10,4,72,123,4,69,5,8,86,203,43,73,221,32,0,3,34,18,30,152,15,10,25,101,145,P
29,3,6,23,58,0,7,4,1,13,33,8,21,7,22,0,0,0,18,2,19,15,6,1,0,211,P
28,5,4,72,98,8,52,8,11,88,116,29,54,100,33,1,4,25,25,25,78,25,1,20,89,108,P
2,2,12,4,2,0,10,4,8,28,28,20,8,14,14,0,0,2,0,6,14,2,0,0,12,2,P
35,6,3,63,77,3,32,3,26,109,139,17,50,87,20,3,26,53,50,38,137,38,11,24,85,127,P
14,6,13,18,24,2,31,2,0,2,40,10,2,58,6,0,0,4,0,2,20,4,0,2,52,8,P
3,1,0,7,7,0,6,0,0,4,11,3,6,19,4,0,0,1,0,2,5,3,0,4,17,27,P
19,1,1,16,18,1,21,0,4,34,51,10,22,68,11,0,5,11,4,13,34,9,1,8,28,78,P
2,0,0,31,22,0,8,1,10,27,64,11,15,37,6,0,13,30,21,9,74,13,2,23,45,13,P
0,0,20,2,2,0,6,10,0,0,0,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,P
